countries,Year,Territorial GHG emissions [t],Residential GHG emissions [t],Transfer GHG emissions [t],Footprint GHG emissions [t],GDP [MIO_EURO],Population,As [t],Pb [t],NOx [t],SOx [t],NH3 [t],PM2.5 [t],PM10 [t],NMVOC [t],Cd [t],Hg [t],Cr [t],Ni [t],External costs (Territorial & Low GHG with VOLY) scenario [Euro],External costs (Territorial & Low GHG with VSL) scenario [Euro],External costs (Territorial & Central GHG with VOLY) scenario [Euro],External costs (Territorial & Central GHG with VSL) scenario [Euro],External costs (Territorial & High GHG with VOLY) scenario [Euro],External costs (Territorial & High GHG with VSL) scenario [Euro],External costs (Residential & Low GHG with VOLY) scenario [Euro],External costs (Residential & Low GHG with VSL) scenario [Euro],External costs (Residential & Central GHG with VOLY) scenario [Euro],External costs (Residential & Central GHG with VSL) scenario [Euro],External costs (Residential & High GHG with VOLY) scenario [Euro],External costs (Residential & High GHG with VSL) scenario [Euro],External costs (Footprint & Low GHG with VOLY) scenario [Euro],External costs (Footprint & Low GHG with VSL) scenario [Euro],External costs (Footprint & Central GHG with VOLY) scenario [Euro],External costs (Footprint & Central GHG with VSL) scenario [Euro],External costs (Footprint & High GHG with VOLY) scenario [Euro],External costs (Footprint & High GHG with VSL) scenario [Euro],GDP [EURO]
Cyprus,1993,6719460.0,,-1822700.0,,,619231.0,0.0,26.0,20674.0,39907.0,6516.0,2651.0,5108.0,13072.0,0.0,0.0,0.0,8.0,2023517578.0,2704911795.0,2305734898.0,2987129115.0,5121188638.0,5802582855.0,,,,,,,,,,,,,
Czechia,1993,159291700.0,,7728100.0,,,10325697.0,33.0,242.0,551534.0,1302416.0,99954.0,174804.0,257302.0,438783.0,3.0,4.0,20.0,37.0,92024959445.0,252181213366.0,98715210845.0,258871464766.0,165458433145.0,325614687066.0,,,,,,,,,,,,,
Germany,1993,1111968110.0,,-201055300.0,,1768471.4,80974632.0,27.0,947.0,2360744.0,2901887.0,640973.0,212828.0,359528.0,2915605.0,21.0,23.0,103.0,253.0,311354406670.0,813746367297.0,358057067290.0,860449027917.0,823971705380.0,1326363666007.0,,,,,,,,,,,,,1768471400000.0
Denmark,1993,84393930.0,,-6484600.0,,122269.6,5180614.0,1.0,61.0,299133.0,149207.0,129189.0,24197.0,35147.0,212449.0,1.0,3.0,5.0,17.0,15436087470.0,32684544203.0,18980632530.0,36229089263.0,54341689200.0,71590145933.0,,,,,,,,,,,,,122269600000.0
Estonia,1993,18038770.0,,1499400.0,,,1511303.0,11.0,100.0,40639.0,156222.0,11876.0,12422.0,43071.0,33362.0,2.0,1.0,10.0,14.0,5772928956.0,7554823938.0,6530557296.0,8312452278.0,14088801926.0,15870696908.0,,,,,,,,,,,,,
Greece,1993,101774300.0,,-15144600.0,,,10430958.0,3.0,429.0,407777.0,487394.0,80217.0,61665.0,86367.0,317220.0,8.0,2.0,6.0,42.0,37033212795.0,72184959946.0,41307733395.0,76459480546.0,83951165095.0,119102912246.0,,,,,,,,,,,,,
Spain,1993,259342480.00000003,,-31961300.0,,,39264034.0,9.0,1114.0,1308026.0,1955259.0,470612.0,205433.0,301661.0,940797.0,20.0,10.0,26.0,165.0,147524236255.0,347425366772.0,158416620415.0,358317750932.0,267081119535.0,466982250052.0,,,,,,,,,,,,,
Finland,1993,37122810.0,,-28823500.0,,76101.5,5054982.0,16.0,105.0,293389.0,137604.0,33642.0,35415.0,56368.0,213406.0,3.0,1.0,38.0,46.0,10249831541.0,18539137423.0,11808989561.0,20098295443.0,27363446951.0,35652752833.0,,,,,,,,,,,,,76101500000.0
France,1993,515223700.0,,-116109100.0,,1129359.6,58885929.0,18.0,1832.0,2099346.0,1069006.0,658383.0,484287.0,593208.0,2753422.0,19.0,23.0,234.0,231.0,246468201453.0,575617029773.0,268107596853.0,597256425173.0,483986327153.0,813135155473.0,,,,,,,,,,,,,1129359600000.0
Croatia,1993,15181900.0,,-1397200.0,,,4555771.0,1.0,259.0,75344.0,111968.0,41346.0,38186.0,52562.0,101907.0,1.0,0.0,4.0,12.0,18354458728.0,39863300701.0,18992098528.0,40500940501.0,25353314628.0,46862156601.0,,,,,,,,,,,,,
Hungary,1993,74098890.0,,-23718700.0,,,10365035.0,3.0,243.0,194113.0,719423.0,84706.0,54071.0,76967.0,232478.0,2.0,2.0,12.0,22.0,44936876597.0,116902446751.0,48049029977.0,120014600131.0,79096464887.0,151062035041.0,,,,,,,,,,,,,
Ireland,1993,62858700.0,,-6829500.0,,,3569367.0,2.0,132.0,172469.0,162074.0,114964.0,24693.0,40704.0,147266.0,1.0,1.0,5.0,25.0,16380553401.0,30901216176.0,19020618801.0,33541281576.0,45358414101.0,59879076876.0,,,,,,,,,,,,,
Italy,1993,511059600.0,,-127778500.0,,,56821250.0,31.0,2300.0,2126609.0,1471388.0,468105.0,239247.0,330933.0,2120783.0,11.0,14.0,84.0,109.0,308943423688.0,823822227017.0,330407926888.0,845286730217.0,544541899288.0,1059420702617.0,,,,,,,,,,,,,
Lithuania,1993,18581400.0,,-16092800.0,,,3693929.0,0.0,5.0,72922.0,112909.0,48400.0,8807.0,10694.0,95397.0,0.0,0.0,2.0,14.0,3201541656.0,7607476709.0,3981960456.0,8387895509.0,11767567056.0,16173502109.0,,,,,,,,,,,,,
Latvia,1993,2863060.0,,-2710700.0,,,2585675.0,9.0,142.0,68002.0,65745.0,17760.0,27417.0,31759.0,68395.0,1.0,0.0,2.0,10.0,7373378378.0,13368842658.0,7493626898.0,13489091178.0,8693249038.0,14688713318.0,,,,,,,,,,,,,
Malta,1993,3110940.0,,-847110.0,,,369455.0,0.0,1.0,8771.0,15276.0,2367.0,688.0,1086.0,5461.0,0.0,0.0,0.0,5.0,484790362.0,981106770.0,615449842.0,1111766250.0,1918933702.0,2415250110.0,,,,,,,,,,,,,
Netherlands,1993,237553910.0,,-48521100.0,,,15239182.0,1.0,212.0,636988.0,162828.0,294330.0,51005.0,70732.0,503076.0,3.0,2.0,11.0,81.0,64674742407.0,159792343501.0,74652006627.0,169769607721.0,174187094917.0,269304696011.0,,,,,,,,,,,,,
Norway,1993,36821290.0,,,,102942.5,4299167.0,4.0,90.0,199796.0,35265.0,29807.0,40398.0,50741.0,369073.0,2.0,1.0,12.0,0.0,8729932592.470589,14495856501.470589,10276426772.470589,16042350681.470589,25704547282.47059,31470471191.47059,,,,,,,,,,,,,102942500000.0
Poland,1993,443402810.0,,28052100.0,,,38418108.0,75.0,568.0,1116982.0,2218280.0,379710.0,511712.0,768092.0,953809.0,12.0,14.0,56.0,175.0,144133105032.0,334900099138.0,162756023052.0,353523017158.0,348541800442.0,539308794548.0,,,,,,,,,,,,,
Portugal,1993,54133320.0,,-9028700.0,,,9954958.0,4.0,746.0,285648.0,309548.0,70803.0,62920.0,79908.0,242402.0,2.0,2.0,12.0,113.0,42432422379.0,77267955893.0,44706021819.0,79541555333.0,67387882899.0,102223416413.0,,,,,,,,,,,,,
Romania,1993,152519760.0,,10743700.0,,,22778533.0,36.0,341.0,371705.0,699726.0,226844.0,64723.0,105614.0,277928.0,4.0,2.0,16.0,73.0,54266677739.0,125722642836.0,60672507659.0,132128472756.0,124578287099.0,196034252196.0,,,,,,,,,,,,,
Sweden,1993,30379990.0,,-29538200.0,,181713.6,8692013.0,3.0,144.0,266235.0,82293.0,60654.0,44463.0,64845.0,298970.0,1.0,1.0,17.0,28.0,10777371817.0,19477443929.0,12053331397.0,20753403509.0,24782547207.0,33482619319.0,,,,,,,,,,,,,181713600000.0
Slovenia,1993,12804010.0,,-4070700.000000001,,,1994084.0,1.0,36.0,73277.0,191346.0,21796.0,13880.0,16790.0,61883.0,1.0,0.0,2.0,2.0,12920013506.0,37882845793.0,13457781926.0,38420614213.0,18822662116.0,43785494403.0,,,,,,,,,,,,,
Slovakia,1993,44735120.0,,-5288100.0,,,5314155.0,3.0,51.0,109951.0,126506.0,38402.0,66393.0,76374.0,197734.0,2.0,2.0,5.0,5.0,19883946981.0,50342628894.0,21762822021.0,52221503934.0,40506837301.0,70965519214.0,,,,,,,,,,,,,
Belgium,1994,149390270.0,,-37876200.0,,,10100631.0,7.0,169.0,415648.0,290227.0,133259.0,44992.0,61973.0,320334.0,4.0,4.0,28.0,77.0,59388628053.0,158021557339.0,65663019393.0,164295948679.0,128257542523.0,226890471809.0,,,,,,,,,,,,,
Bulgaria,1994,54253230.0,,14774200.0,,,8459763.0,14.0,457.0,205942.0,1748596.0,62520.0,32602.0,56082.0,173080.0,5.0,3.0,13.0,52.0,55246180876.0,134214330792.0,57524816536.0,136492966452.0,80256919906.0,159225069822.0,,,,,,,,,,,,,
Cyprus,1994,6962210.0,,-1581700.0,,,632944.0,0.0,27.0,21271.0,41853.0,6543.0,2629.0,5005.0,13535.0,0.0,0.0,0.0,8.0,2094591493.0,2793712064.0,2387004313.0,3086124884.0,5304170303.0,6003290874.0,,,,,,,,,,,,,
Czechia,1994,151612060.0,,7219700.0,,,10334013.0,25.0,259.0,458752.0,1158967.0,91377.0,136782.0,199718.0,419817.0,2.0,4.0,18.0,32.0,80137857025.0,214603933988.0,86505563545.0,220971640508.0,150031016685.0,284497093648.0,,,,,,,,,,,,,
Germany,1994,1098476820.0,,-191795600.0,,1859310.3,81338093.0,17.0,752.0,2229046.0,2416193.0,619718.0,205516.0,345553.0,2494069.0,21.0,21.0,98.0,232.0,281836669099.0,731288513796.0,327972695539.0,777424540236.0,788234483119.0,1237686327816.0,,,,,,,,,,,,,1859310300000.0
Denmark,1994,87851610.0,,-4138900.0,,131678.0,5196642.0,1.0,29.0,301331.0,151487.0,124640.0,23549.0,34653.0,214005.0,1.0,3.0,4.0,21.0,14592023333.0,31803711829.0,18281790953.0,35493479449.0,55091615543.0,72303304039.0,,,,,,,,,,,,,131678000000.0
Estonia,1994,19092650.0,,3413500.0,,,1476952.0,11.0,120.0,45191.0,151428.0,11243.0,12269.0,41021.0,35984.0,3.0,1.0,10.0,13.0,6659241005.0,8408980805.0,7461132305.0,9210872105.0,15460952655.0,17210692455.0,,,,,,,,,,,,,
Greece,1994,104671030.0,,-12908500.0,,,10489871.0,3.0,418.0,415484.0,500013.0,76069.0,62896.0,88452.0,318836.0,8.0,2.0,6.0,46.0,37124748676.0,72888132709.0,41520931936.0,77284315969.0,85378093506.0,121141477539.0,,,,,,,,,,,,,
Spain,1994,276732540.0,,-23315700.0,,,39458489.0,9.0,1034.0,1313802.0,1904813.0,493678.0,201789.0,299638.0,941536.0,20.0,10.0,27.0,171.0,144809306061.0,342066181858.0,156432072741.0,353688948538.0,272383007001.0,469639882798.0,,,,,,,,,,,,,
Finland,1994,49478640.0,,-16600200.000000002,,87157.1,5077912.0,11.0,74.0,294137.0,122681.0,34788.0,34835.0,55699.0,212465.0,3.0,1.0,41.0,45.0,9880672367.0,17967592436.0,11958775247.0,20045695316.0,32690325407.0,40777245476.0,,,,,,,,,,,,,87157100000.0
France,1994,508960050.0,,-110778400.0,,1175736.5,59104320.0,17.0,1629.0,2019527.0,995373.0,650047.0,441676.0,550375.0,2596288.0,19.0,22.0,206.0,216.0,230194653521.0,539237575150.0,251570975621.0,560613897250.0,464825236571.0,773868158200.0,,,,,,,,,,,,,1175736500000.0
Croatia,1994,13997310.0,,-1789300.0,,,4645155.0,2.0,282.0,77435.0,99531.0,40237.0,35728.0,52801.0,99076.0,1.0,0.0,5.0,11.0,18639567674.0,39169362804.0,19227454694.0,39757249824.0,25092327584.0,45622122714.0,,,,,,,,,,,,,
Hungary,1994,72338320.0,,-17829600.0,,,10350010.0,3.0,195.0,193160.0,629192.0,80754.0,53191.0,75461.0,218324.0,2.0,2.0,13.0,22.0,40795898286.0,107314996156.0,43834107726.0,110353205596.0,74143863806.0,140662961676.0,,,,,,,,,,,,,
Ireland,1994,64332370.0,,-6327500.0,,,3583154.0,2.0,116.0,172316.0,177224.0,115974.0,22772.0,38593.0,143903.0,1.0,1.0,5.0,27.0,16296723464.0,31494238916.0,18998683004.0,34196198456.0,45953946034.0,61151461486.0,,,,,,,,,,,,,
Italy,1994,492228340.0,,-117385600.0,,,56842392.0,29.0,2120.0,2026508.0,1389141.0,458471.0,235538.0,333922.0,2071785.0,11.0,14.0,81.0,110.0,295965746509.0,795495915426.0,316639336789.0,816169505706.0,522883011249.0,1022413180166.0,,,,,,,,,,,,,
Lithuania,1994,17677640.0,,-12926500.0,,,3671296.0,0.0,4.0,68108.0,110380.0,43222.0,8440.0,10311.0,87538.0,0.0,0.0,2.0,18.0,3023000588.0,7214988201.0,3765461468.0,7957449081.0,11172392628.0,15364380241.0,,,,,,,,,,,,,
Latvia,1994,-1984520.0,,-3378200.0,,,2540904.0,10.0,149.0,57985.0,66712.0,16047.0,26718.0,30659.0,64020.0,1.0,0.0,2.0,12.0,7216632512.0,12966330811.0,7133282672.0,12882980971.0,6301768792.0,12051467091.0,,,,,,,,,,,,,
Malta,1994,2889610.0,,-1019900.0,,,373161.0,0.0,1.0,8554.0,12969.0,2351.0,676.0,1044.0,5706.0,0.0,0.0,0.0,5.0,454759330.0,919533374.0,576122950.0,1040896994.0,1786869540.0,2251643584.0,,,,,,,,,,,,,
Netherlands,1994,238236060.0,,-44118800.0,,,15341553.0,1.0,183.0,596098.0,149537.0,254414.0,47567.0,65989.0,467624.0,3.0,2.0,10.0,83.0,60176237764.0,147226383104.0,70182152284.0,157232297624.0,170003061424.0,257053206764.0,,,,,,,,,,,,,
Norway,1994,40846880.0,,,,107143.6,4324815.0,4.0,28.0,204434.0,35163.0,28992.0,42673.0,53424.0,385007.0,2.0,1.0,12.0,0.0,7076322735.529411,13047034196.529411,8791891695.529411,14762603156.529411,25906734415.52941,31877445876.52941,,,,,,,,,,,,,107143600000.0
Poland,1994,437776390.0,,36158000.0,,,38504707.0,74.0,586.0,1101482.0,2113698.0,382497.0,459598.0,691982.0,954299.0,13.0,14.0,54.0,170.0,138641606837.0,317498536974.0,157028215217.0,335885145354.0,340456522627.0,519313452764.0,,,,,,,,,,,,,
Portugal,1994,55958460.0,,-9172700.0,,,9974391.0,3.0,768.0,285498.0,287966.0,70180.0,62596.0,79830.0,241237.0,2.0,2.0,12.0,105.0,42991866392.0,77215111951.0,45342121712.0,79565367271.0,68788716452.0,103011962011.0,,,,,,,,,,,,,
Romania,1994,150375320.0,,16555599.999999998,,,22748027.0,38.0,359.0,373474.0,665391.0,213037.0,67788.0,107613.0,283178.0,4.0,2.0,17.0,64.0,54162577324.0,124463847266.0,60478340764.0,130779610706.0,123485599844.0,193786869786.0,,,,,,,,,,,,,
Sweden,1994,31342630.0,,-26317900.0,,192863.0,8745109.0,2.0,48.0,269163.0,80858.0,61699.0,43427.0,63963.0,292767.0,1.0,1.0,15.0,32.0,7681161399.0,16349769555.0,8997551859.0,17666160015.0,22130113829.0,30798721985.0,,,,,,,,,,,,,192863000000.0
Slovenia,1994,13032090.0,,-2790500.0,,,1989408.0,1.0,36.0,76000.0,185035.0,21790.0,13902.0,16924.0,62726.0,1.0,0.0,2.0,2.0,12839057423.0,37585642149.0,13386405203.0,38132989929.0,18846850913.0,43593435639.0,,,,,,,,,,,,,
Slovakia,1994,42735870.0,,-1093300.0,,,5336455.0,2.0,48.0,110721.0,123406.0,39409.0,57747.0,67855.0,183037.0,1.0,1.0,4.0,4.0,18308905582.0,46464680602.0,20103812122.0,48259587142.0,38010141652.0,66165916672.0,,,,,,,,,,,,,
Belgium,1995,151295950.0,,-40676300.0,,220251.5,10130574.0,6.0,202.0,409747.0,257734.0,136386.0,43944.0,60521.0,311570.0,5.0,3.0,34.0,72.0,58856130513.0,153237797804.0,65210560413.0,159592227704.0,128603563463.0,222985230754.0,,,,,,,,,,,,,220251500000.0
Bulgaria,1995,55708340.0,,11348800.0,,14512.8,8427418.0,15.0,479.0,211000.0,1697626.0,52025.0,31496.0,54458.0,159453.0,6.0,3.0,14.0,49.0,55177833191.0,131741877733.0,57517583471.0,134081628013.0,80859377931.0,157423422473.0,,,,,,,,,,,,,14512800000.0
Cyprus,1995,6900410.0,,-1949800.0,,7596.0,645399.0,0.0,27.0,21091.0,39626.0,6678.0,2595.0,4869.0,13770.0,0.0,0.0,0.0,7.0,2064209828.0,2742789500.0,2354027048.0,3032606720.0,5245298838.0,5923878510.0,,,,,,,,,,,,,7596000000.0
Czechia,1995,150236870.0,,8014699.999999999,,46008.4,10333161.0,17.0,256.0,390931.0,1058822.0,87381.0,120875.0,167868.0,385661.0,2.0,4.0,17.0,28.0,73104530934.0,192720104536.0,79414479474.0,199030053076.0,142363728004.0,261979301606.0,,,,,,,,,,,,,46008400000.0
Germany,1995,1097542310.0,,-200121100.0,,1977604.1,81538603.0,9.0,679.0,2168846.0,1742638.0,620153.0,201558.0,346957.0,2362938.0,19.0,20.0,94.0,204.0,253879455365.0,643906700053.0,299976232385.0,690003477073.0,759846460275.0,1149873704963.0,,,,,,,,,,,,,1977604100000.0
Denmark,1995,85029380.0,92981047.1,-6498800.0,99479847.1,141441.4,5215718.0,1.0,29.0,282481.0,145229.0,117358.0,23296.0,34949.0,210034.0,1.0,2.0,3.0,13.0,14078099602.0,30589458825.0,17649333562.0,34160692785.0,53276643782.0,69788003005.0,14579054629.3,31090413852.3,18484258607.5,34995617830.5,57443317342.399994,73954676565.4,14988479029.3,31499838252.3,19166632607.5,35677991830.5,60848688542.399994,77360047765.4,141441400000.0
Estonia,1995,16718720.000000002,,2387600.0,,2988.1,1448075.0,10.0,83.0,47535.0,116543.0,9721.0,12089.0,40569.0,40019.0,2.0,1.0,9.0,10.0,5021096547.0,6602732174.0,5723282787.0,7304918414.0,12728426467.000002,14310062094.000002,,,,,,,,,,,,,2988100000.0
Greece,1995,106539810.0,,-13624200.0,,104662.1,10535973.0,3.0,405.0,402274.0,492082.0,79864.0,61918.0,86975.0,307250.0,8.0,2.0,7.0,47.0,36581405190.0,71777448006.0,41056077210.0,76252120026.0,85696257600.0,120892300416.0,,,,,,,,,,,,,104662100000.0
Spain,1995,290576250.0,,-21577800.0,,470155.7,39639726.0,10.0,790.0,1320111.0,1767292.0,491684.0,196991.0,296379.0,918895.0,21.0,13.0,29.0,191.0,134491458565.0,324108812970.0,146695661065.0,336313015470.0,268447109815.0,458064464220.0,,,,,,,,,,,,,470155700000.0
Finland,1995,47047010.0,,-17156500.0,,102643.6,5098754.0,5.0,73.0,273175.0,104542.0,34675.0,31838.0,50998.0,204380.0,2.0,1.0,36.0,47.0,9117298765.0,16498113973.0,11093273185.0,18474088393.0,30805970375.0,38186785583.0,,,,,,,,,,,,,102643600000.0
France,1995,511684720.0,,-115614300.0,,1224717.2,59315139.0,17.0,1455.0,1981717.0,938425.0,655677.0,443313.0,552057.0,2517841.0,18.0,21.0,197.0,214.0,221854209130.0,525097063496.0,243344967370.0,546587821736.0,457740865050.0,760983719416.0,,,,,,,,,,,,,1224717200000.0
Croatia,1995,14181730.0,,-2881500.0,,17524.7,4658893.0,1.0,264.0,78924.0,77261.0,38326.0,37831.0,55224.0,119601.0,1.0,0.0,4.0,14.0,17760135106.0,37610653932.0,18355767766.0,38206286592.0,24297912636.0,44148431462.0,,,,,,,,,,,,,17524700000.0
Hungary,1995,71287130.0,80294457.71,-14741600.0,95036057.71,35469.4,10336700.0,3.0,145.0,191299.0,613452.0,80668.0,52311.0,74023.0,213282.0,2.0,2.0,12.0,20.0,38527577838.0,103763869071.0,41521637298.0,106757928531.0,71390944768.0,136627236001.0,39095039483.729996,104331330716.73,42467406707.55,107703697940.55,76110784488.04,141347075721.03998,40023760283.729996,105260051516.73,44015274707.55,109251565940.55,83835382888.04,149071674121.03998,35469400000.0
Ireland,1995,66782830.00000001,,-6319000.0,,52881.3,3597617.0,2.0,101.0,170807.0,163301.0,116707.0,21465.0,36754.0,141892.0,1.0,1.0,5.0,27.0,15526982765.0,29912803122.0,18331861625.0,32717681982.0,46313867395.00001,60699687752.00001,,,,,,,,,,,,,52881300000.0
Italy,1995,511734180.0,,-113875400.0,,898299.3,56844408.0,28.0,2023.0,1988207.0,1322325.0,454319.0,236638.0,343657.0,2050655.0,11.0,14.0,80.0,112.0,292128077031.0,786828077895.0,313620912591.0,808320913455.0,528037534011.0,1022737534875.0,,,,,,,,,,,,,898299300000.0
Lithuania,1995,17919840.0,,-12935000.0,,5121.7,3642991.0,0.0,4.0,74129.0,86039.0,40726.0,7909.0,9642.0,88084.0,0.0,0.0,2.0,17.0,2846774261.0,6606963143.0,3599407541.0,7359596423.0,11107820501.0,14868009383.0,,,,,,,,,,,,,5121700000.0
Latvia,1995,-2216400.0,,-3559400.0,,4137.4,2500580.0,8.0,128.0,52991.0,49393.0,15929.0,28405.0,32628.0,62935.0,1.0,0.0,2.0,8.0,6406828164.0,11943329537.0,6313739364.0,11850240737.0,5385067764.0,10921569137.0,,,,,,,,,,,,,4137399999.9999995
Malta,1995,2687060.0,2941835.78,-1274600.0,4216435.779999999,2846.6,376433.0,0.0,1.0,8135.0,10722.0,2282.0,708.0,1070.0,5848.0,0.0,0.0,0.0,6.0,428792843.0,867117516.0,541649363.0,979974036.0,1667527503.0,2105852176.0,444843717.14,883168390.14,568400819.9,1006725492.9,1801030011.7199998,2239354684.72,525143517.14,963468190.14,702233819.8999999,1140558492.8999999,2468920411.72,2907245084.72,2846600000.0
Netherlands,1995,238042470.0,246801221.56,-46009600.0,292810821.56,346000.8,15424122.0,1.0,155.0,581291.0,137093.0,218354.0,45143.0,62388.0,435798.0,3.0,2.0,9.0,86.0,56603386295.0,137795379242.0,66601170035.0,147793162982.0,166340964965.0,247532957912.0,57155187643.28,138347180590.28,67520838948.8,148712831895.8,170930550782.44,252122543729.44,60053792443.28,141245785390.28,72351846948.8,153543839895.8,195039581182.44,276231574129.44,346000800000.0
Norway,1995,36987150.0,,,,116241.0,4348410.0,3.0,25.0,215574.0,34475.0,29716.0,43153.0,53633.0,400170.0,1.0,1.0,12.0,0.0,6618191824.529411,12746155842.529411,8171652124.529411,14299616142.529411,23669267974.52941,29797231992.52941,,,,,,,,,,,,,116241000000.0
Poland,1995,429412830.0,,41239000.0,,108834.6,38580597.0,71.0,579.0,1079639.0,2043851.0,374502.0,455001.0,642573.0,951110.0,12.0,13.0,54.0,166.0,134713287089.0,307627456868.0,152748625949.0,325662795728.0,332672601719.0,505586771498.0,,,,,,,,,,,,,108834600000.0
Portugal,1995,59283270.0,70469997.88,-9096700.0,79566697.88,91015.8,10008659.0,4.0,790.0,296991.0,321644.0,69951.0,64065.0,82130.0,235590.0,3.0,2.0,13.0,116.0,44767503431.0,80564312788.0,47257400771.0,83054210128.0,72097090901.0,107893900258.0,45472267287.44,81269076644.44,48432007198.4,84228816555.4,77958936310.12,113755745667.12,46045359387.44,81842168744.44,49387160698.4,85183970055.4,82725607110.12,118522416467.12,91015800000.0
Romania,1995,157619660.0,,20201600.0,,28589.8,22712394.0,37.0,356.0,375572.0,696106.0,215861.0,72979.0,114253.0,289782.0,4.0,3.0,19.0,64.0,55849407734.0,129071196551.0,62469433454.0,135691222271.0,128512070994.0,201733859811.0,,,,,,,,,,,,,28589800000.0
Sweden,1995,30685790.0,,-25914400.0,,204328.5,8816381.0,2.0,30.0,257900.0,70518.0,61135.0,42248.0,62499.0,277463.0,1.0,1.0,12.0,30.0,6871935908.0,15156782646.0,8160739088.0,16445585826.0,21018085098.0,29302931836.0,,,,,,,,,,,,,204328500000.0
Slovenia,1995,13727260.0,,-3477200.0,,16340.4,1989477.0,1.0,24.0,75225.0,124696.0,21941.0,13921.0,17056.0,62677.0,1.0,0.0,2.0,2.0,10785311366.0,31582122656.0,11361856286.0,32158667576.0,17113578226.0,37910389516.0,,,,,,,,,,,,,16340400000.0
Slovakia,1995,43775110.0,53290981.73,-2395800.0,55686781.73,15322.9,5356207.0,2.0,46.0,112486.0,120510.0,37949.0,51101.0,61209.0,170677.0,1.0,1.0,4.0,4.0,17362285567.0,43596265932.0,19200840187.0,45434820552.0,37542611277.0,63776591642.0,17961785485.989998,44195765850.99,20200006718.65,46433987083.65,42528928063.52,68762908428.51999,18112720885.989998,44346701250.99,20451565718.65,46685546083.65,43784327263.52,70018307628.51999,15322900000.0
Belgium,1996,154747820.0,,-36088500.0,,219965.3,10143047.0,6.0,216.0,395291.0,247627.0,137102.0,43061.0,59294.0,302979.0,4.0,3.0,35.0,84.0,58312141731.0,150332570642.0,64811550171.0,156831979082.0,129650886751.0,221671315662.0,,,,,,,,,,,,,219965300000.0
Bulgaria,1996,56740250.0,,9596100.0,,9829.8,8384715.0,15.0,483.0,206891.0,1654719.0,52773.0,33900.0,56693.0,149304.0,7.0,3.0,16.0,49.0,55185297019.0,131184438624.0,57568387519.0,133567529124.0,81342552269.0,157341693874.0,,,,,,,,,,,,,9829800000.0
Cyprus,1996,7249720.0,,-2826500.0,,7890.1,656333.0,0.0,26.0,21291.0,41631.0,6961.0,2583.0,4825.0,13673.0,0.0,0.0,0.0,8.0,2077170497.0,2773935074.0,2381658737.0,3078423314.0,5419291417.0,6116055994.0,,,,,,,,,,,,,7890100000.0
Czechia,1996,153824140.0,,12597700.0,,53088.1,10321344.0,9.0,266.0,373323.0,914323.0,89026.0,121517.0,167404.0,384795.0,2.0,4.0,17.0,25.0,70142376734.0,182324492692.0,76602990614.0,188785106572.0,141055305274.0,253237421232.0,,,,,,,,,,,,,53088100000.0
Germany,1996,1121151080.0,,-164249300.0,,1967956.2,81817499.0,9.0,537.0,2085320.0,1475863.0,629542.0,189408.0,330339.0,2263013.0,20.0,20.0,86.0,190.0,238269095629.0,597789717776.0,285357440989.0,644878063136.0,755119743509.0,1114640365656.0,,,,,,,,,,,,,1967956200000.0
Denmark,1996,97466750.0,106104002.97,1860500.0,104243502.97,147843.4,5251027.0,1.0,28.0,316185.0,176166.0,112699.0,23199.0,34543.0,211801.0,1.0,2.0,4.0,14.0,15573269730.0,33715039579.0,19666873230.0,37808643079.0,60505441480.0,78647211329.0,16117416667.11,34259186516.11,20573784791.85,38715554640.85,65031362036.28,83173131885.28,16000205167.11,34141975016.11,20378432291.85,38520202140.85,64056460036.28,82198229885.28,147843400000.0
Estonia,1996,17302050.0,,2287500.0,,3770.0,1425192.0,10.0,64.0,52127.0,125283.0,8393.0,11938.0,38443.0,41426.0,1.0,1.0,9.0,11.0,4264188054.0,5868078347.0,4990874154.0,6594764447.0,12240433104.0,13844323397.0,,,,,,,,,,,,,3770000000.0
Greece,1996,110191020.0,,-9839100.0,,114908.2,10588332.0,3.0,401.0,409471.0,492471.0,80783.0,65791.0,90669.0,313314.0,8.0,2.0,7.0,47.0,37019976344.0,73056232028.0,41647999184.0,77684254868.0,87818036564.0,123854292248.0,,,,,,,,,,,,,114908200000.0
Spain,1996,281301920.0,,-18647400.0,,506362.6,39808374.0,9.0,678.0,1305710.0,1555892.0,537933.0,195395.0,296527.0,955499.0,21.0,10.0,28.0,160.0,125538888403.0,304890261207.0,137353569043.0,316704941847.0,255219073523.0,434570446327.0,,,,,,,,,,,,,506362600000.0
Finland,1996,46655930.0,,-10741100.0,,104142.2,5116826.0,8.0,49.0,277568.0,109073.0,35940.0,31040.0,49612.0,197280.0,2.0,1.0,33.0,37.0,8347376527.0,15759296062.0,10306925587.0,17718845122.0,29855760257.0,37267679792.0,,,,,,,,,,,,,104142200000.0
France,1996,522713270.0,,-101704600.0,,1265105.4,59522297.0,17.0,1285.0,1956305.0,924507.0,660845.0,462728.0,574162.0,2466985.0,17.0,20.0,182.0,220.0,217961270831.0,523781427940.0,239915228171.0,545735385280.0,458932088301.0,764752245410.0,,,,,,,,,,,,,1265105400000.0
