countries,Year,GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro]
Cyprus,2009,22052.042770381337,21496.251227836823,21546.317825906917,20990.526283362404,16501.109451269247,15945.317908724732,21985.208410123847,21429.416867579337,21434.92722547777,20879.135682933258,15945.217311984743,15389.42576944023,21964.5588800522,21408.76733750769,21400.511342025024,20844.719799480506,15773.465665039592,15217.674122495075
Czechia,2009,11689.226106854516,7853.485402199528,11163.601562395841,7327.860857740852,5919.870987915249,2084.1302832602605,11701.228556578435,7865.487851923449,11183.60564526904,7347.864940614052,6019.700887206266,2183.960182551277,11706.460034156666,7870.71932950168,11192.324774566092,7356.584069911103,6063.213494364884,2227.4727897098956
Germany,2009,28063.02448967442,25585.549419994713,27608.109325529622,25130.634255849916,23069.78899751368,20592.313927833977,28004.6282597222,25527.153190042492,27510.782275609254,25033.30720592955,22584.080672196782,20106.60560251708,27863.040135107825,25385.565065428123,27274.802067918634,24797.32699823893,21406.427064293126,18928.951994613424
Denmark,2009,40366.83158064909,38851.414446939656,39848.73519913359,38333.31806542415,34680.107012109875,33164.689878400444,39949.497496035074,38434.080362325636,39153.17839144356,37637.76125773413,31208.94732420918,29693.530190499743,39796.65812578575,38281.24099207632,38898.44610769469,37383.02897398525,29937.71192721481,28422.29479350538
Estonia,2009,9424.385735996526,8797.43002305838,9056.254512854299,8429.29879991615,5383.70731055445,4756.751597616302,9114.285157336008,8487.329444397861,8539.420215086768,7912.464502148622,2804.4580531241118,2177.5023401859653,9130.628727192418,8503.673014254273,8566.659498180785,7939.703785242637,2940.3950468504354,2313.439333912289
Greece,2009,19088.384356197465,16035.800295905854,18627.172229194995,15574.588168903389,14026.032200289419,10973.44813999781,19012.35250781789,15959.768447526287,18500.452481895707,15447.868421604104,13393.640318529177,10341.056258237573,19002.91790612132,15950.333845829718,18484.728145734764,15432.144085443153,13315.16839330692,10262.584333015315
Spain,2009,21602.33590149655,19507.489157798827,21304.266443527344,19209.419699829625,18330.668755691724,16235.822011994003,21535.89059184711,19441.043848149387,21193.52426077828,19098.677517080556,17778.012529401145,15683.165785703422,21469.065397601516,19374.21865390379,21082.148937035625,18987.302193337902,17222.19662805685,15127.349884359126
Finland,2009,33197.92536996504,32262.26152851672,32959.6608628406,32023.99702139228,30582.688756051557,29647.024914603233,32706.876038211416,31771.21219676309,32141.24530991789,31205.581468469565,26498.40542527534,25562.741583827017,32542.61138915017,31606.947547701842,31867.470894815815,30931.807053367487,25132.140725146888,24196.47688369856
France,2009,28322.061403917993,25581.026475322713,28018.51754410311,25277.48261550783,24990.30618071178,22249.271252116505,28250.554267143678,25509.519338548398,27899.338982812584,25158.304054217304,24395.54840817622,21654.51347958094,28119.36728731862,25378.33235872334,27680.69401643749,24939.65908784221,23304.405909313824,20563.370980718548
Croatia,2009,8474.163081732873,4302.582427103279,8263.31368654108,4091.733031911488,6159.839958318214,1988.259303688621,8366.001636873301,4194.420982243708,8083.044611775128,3911.4639571455364,5260.2114328195585,1088.6307781899652,8309.883667484493,4138.303012854902,7989.514662793785,3817.934008164192,4793.452449331709,621.871794702116
Hungary,2009,7673.9019199031,4636.790321379528,7417.200303160959,4380.088704637386,4856.296078995313,1819.184480471739,7611.392257831368,4574.280659307795,7313.017533041404,4275.905934517832,4336.374445255821,1299.2628467322477,7499.606703585645,4462.495105062071,7126.708275965199,4089.596677441625,3406.602533751705,369.4909352281312
Ireland,2009,35624.2655068584,34131.196841764424,34982.5127540131,33489.444088919125,28580.265053008836,27087.196387914864,35706.08335337983,34213.01468828586,35118.87583154883,33625.807166454855,29260.78174471095,27767.71307961698,35557.786815331885,34064.71815023792,34871.71493480226,33378.64626970829,28027.331174280447,26534.262509186476
Italy,2009,24052.934726394073,18822.91241622583,23713.86711815032,18483.844807982077,20331.26407400428,15101.24176383604,23999.405362362333,18769.38305219409,23624.65151143075,18394.629201262505,19886.035712851393,14656.013402683151,23849.634173649054,18619.61186348081,23375.032863575285,18145.010553407046,18640.31979402984,13410.297483861597
Lithuania,2009,7814.915559309215,6952.360726427326,7648.734595094753,6786.179762212864,5990.881642574287,5128.3268096923985,7628.255295770286,6765.700462888397,7337.634155863205,6475.079322981316,4438.342307742561,3575.7874748606723,7462.085280543467,6599.5304476615765,7060.684130485173,6198.129297603284,3056.2298001417153,2193.6749672598266
Latvia,2009,5556.626773945666,3500.692838192853,5420.755375585921,3364.8214398331083,4065.276425282754,2009.3424895299408,5402.623967872708,3346.6900321198946,5164.084032130991,3108.1500963781778,2784.364196993389,728.4302612405761,5269.6467722118305,3213.7128364590167,4942.455372696195,2886.5214369433806,1678.3316489568779,-377.6022867959347
Malta,2009,14297.717885945403,13496.375585871909,14001.65246297387,13200.310162900378,11048.047409995961,10246.70510992247,14269.942169198348,13468.599869124857,13955.35960172878,13154.017301655287,10817.02398816332,10015.681688089826,13945.855350647076,13144.513050573583,13415.214904143328,12613.872604069835,8121.444735451153,7320.102435377661
Netherlands,2009,35787.76237694931,33037.72812896345,35257.65846137646,32507.624213390605,29969.240827447302,27219.206579461443,35736.12896446982,32986.09471648397,35171.602773910636,32421.568525924784,29539.781968094092,26789.747720108237,35646.04613129964,32896.01188331379,35021.46471862702,32271.430470641164,28790.521577916785,26040.48732993093
Norway,2009,57309.91504221418,56303.23295758933,57085.7592737736,56079.077189148746,54849.538631473515,53842.85654684865,56836.05411374241,55829.372029117556,56295.991059653985,55289.30897502913,50908.219162914655,49901.5370782898,56726.440657312116,55719.758572687264,56113.301965603496,55106.619880978644,49996.51358879602,48989.83150417117
Poland,2009,6065.360260506405,3288.9743116429263,5673.5778302299905,2897.191881366511,1765.0816805676627,-1011.3042682958176,5995.09822443229,3218.712275568811,5556.474436773132,2780.088487909652,1180.6799836972407,-1595.7059651662382,6004.505964272854,3228.1200154093754,5572.1540031740715,2795.7680543105917,1258.928486498121,-1517.4574623653596
Portugal,2009,15188.390969566073,12950.569603334805,14935.508402147341,12697.687035916075,12412.70374147,10174.882375238734,15109.617565183573,12871.796198952306,14804.219394843176,12566.39802861191,11757.509076447308,9519.687710216042,14880.937947794066,12643.1165815628,14423.086699194,12185.265332962732,9855.475433398082,7617.654067166813
Romania,2009,4199.725227137188,777.4857692821386,3994.529391853051,572.2899339980012,1947.4566541374902,-1474.7828037175602,4100.045614984425,677.806157129375,3828.396704931779,406.15724707672973,1118.3754355970484,-2303.864022258002,4086.6669349363438,664.4274770812935,3806.098904851643,383.8594469965941,1007.0987951971327,-2415.140662657918
Sweden,2009,33606.870770294154,33037.41206763316,33559.337500419984,32989.87879775899,33085.13654619906,32515.677843538062,33251.63201118,32682.173308519014,32967.2729018964,32397.814199235396,30130.452264043262,29560.99356138226,33047.43349744667,32477.974794785678,32626.94204567417,32057.48334301318,28432.03922918188,27862.58052652088
Slovenia,2009,14821.894577344,9134.944081320158,14567.139686236998,8880.189190213161,12025.65636781243,6338.705871788588,14623.196400006496,8936.245903982659,14235.976057341164,8549.025561317325,10372.992162656064,4686.041666632226,14524.829130789694,8837.878634765855,14072.030608646492,8385.080112622652,9554.82630440837,3867.8758083845305
Slovakia,2009,10019.073417235171,7264.292650064536,9715.20701634828,6960.426249177645,6683.777921786208,3928.9971546155703,9947.480565177138,7192.6997980065025,9595.88559625156,6841.104829080925,6088.307215779723,3333.526448609087,9817.744412110878,7062.963644940241,9379.658674474458,6624.877907303822,5009.231910911134,2254.451143740498
Belgium,2010,30611.805893594086,26218.589102764272,30095.394862316592,25702.17807148679,24943.58005028642,20550.363259456608,30595.29096239404,26202.07417156423,30067.86997698319,25674.65318615338,24806.217765384474,20413.000974554663,30005.402960608048,25612.186169778237,29084.723307339867,24691.506516510057,19899.847718783512,15506.6309279537
Bulgaria,2010,2557.84868776515,-1636.5910624236867,2288.5921873581033,-1905.8475628307333,-397.56194765504534,-4592.001697843882,2446.268261357203,-1748.171488831633,2102.624810011526,-2091.8149401773107,-1325.6277165084425,-5520.067466697281,2470.636329550137,-1723.8034206386983,2143.2382569997494,-2051.2014931890876,-1122.9472763005458,-5317.387026489383
Cyprus,2010,22401.551510120364,21841.235775325342,21925.662602241377,21365.34686744634,17178.104211734255,16617.788476939226,22338.78951558952,21778.47378079449,21821.059278023287,21260.743543228265,16656.083812779252,16095.768077984225,22296.427526186,21736.11179139097,21750.45596235076,21190.14022755573,16303.739646946797,15743.423912151766
Czechia,2010,12427.924014594408,8567.704745840409,11889.977067484042,8029.757798730042,6523.315857025863,2663.096588271863,12439.724153944222,8579.504885190221,11909.643966400396,8049.4246976463955,6621.463047808428,2761.2437790544286,12420.644864991576,8560.425596237576,11877.84515147932,8017.6258827253205,6462.771819059445,2602.552550305445
Germany,2010,29509.23017962695,26964.245110816442,29031.87930897799,26486.89424016748,24269.736099408605,21724.75103059809,29455.626476365927,26910.641407555417,28942.53980354295,26397.554734732443,23823.889424666122,21278.904355855608,29308.540553052106,26763.555484241588,28697.39659801991,26152.411529209396,22600.50809424635,20055.52302543584
Denmark,2010,42357.02081363201,40855.7432465638,41847.18960210944,40345.91203504123,36761.01632525334,35259.73875818512,41952.4611700048,40451.18360293658,41172.92352939742,39671.6459623292,33396.1075433381,31894.829976269877,41802.6677380483,40301.39017098009,40923.26780946994,39421.99024240172,32150.206617223797,30648.929050155584
Estonia,2010,9519.485435276647,8651.858938415498,9027.15813963954,8159.53164277839,4115.607261736007,3247.9807648748583,9174.361220912178,8306.734724051033,8451.951115698761,7584.3246188376115,1245.050304164886,377.42380730373884,9256.134728551178,8388.508231690032,8588.24029509709,7720.613798235943,1925.1982089717933,1057.5717121106447
Greece,2010,18313.393182154003,15954.496325349579,17876.117386912058,15517.220530107636,13513.77076295076,11154.873906146337,18235.279528733357,15876.382671928932,17745.927964544313,15387.031107739893,12864.063550372692,10505.166693568268,18266.136204911123,15907.239348106701,17797.355758173926,15438.458901369504,13120.712730009984,10761.815873205562
Spain,2010,21626.137765213687,19643.655324944153,21345.598721494458,19363.116281224928,18546.887785343137,16564.4053450736,21556.034284109584,19573.55184384005,21228.759586320957,19246.277146051423,17963.804863143952,15981.32242287442,21494.70611997702,19512.223679707487,21126.545979433347,19144.063539163817,17453.710291628653,15471.227851359117
Finland,2010,33961.54831785989,32975.03662854786,33572.27407381246,32585.762384500435,29688.800067720254,28702.288378408226,33603.96180369834,32617.450114386313,32976.296550209874,31989.78486089785,26714.588426122602,25728.076736810573,33385.66556234066,32399.153873028634,32612.469481280415,31625.957791968383,24898.91810117937,23912.40641186734
France,2010,29092.358724101152,26372.174599547507,28789.594866973828,26069.410742420187,25769.16495896556,23048.980834411916,29017.390063922256,26297.205939368618,28664.64710000901,25944.46297545536,25145.616102874446,22425.431978320805,28893.936135198248,26173.75201064461,28458.890552135657,25738.706427582012,24118.792949677925,21398.60882512428
Croatia,2010,8660.552434004743,4765.61124622837,8452.805316805363,4557.864129028991,6380.280504744883,2485.33931696851,8552.38292698067,4657.4417392043,8272.522805098579,4377.581617322206,5480.584922512933,1585.6437347365606,8506.675189754596,4611.734001978226,8196.34324305512,4301.40205527875,5100.41263193416,1205.4714441577883
Hungary,2010,8182.180481977617,5132.157114449264,7923.403552052042,4873.380184523689,5341.795608270714,2291.772240742362,8118.319835707333,5068.296468178982,7816.96914160157,4766.945774073219,4810.637217070269,1760.613849541917,7992.069756321047,4942.046388792694,7606.552342624424,4556.528975096073,3760.5571916986114,710.5338241702594
Ireland,2010,34995.29194835043,33631.17469009291,34348.24491298686,32984.12765472934,27893.180441145567,26529.063182888043,34986.98454631439,33622.86728805688,34334.399242926804,32970.28198466928,27824.083954369646,26459.966696112126,34872.612014207065,33508.49475594954,34143.778356081246,32779.66109782373,26872.79495715945,25508.677698901927
Italy,2010,24509.896587933563,19227.894646174445,24168.035501029284,18886.033559270163,20757.564181674643,15475.562239915522,24447.469238753823,19165.467296994702,24063.989919063042,18781.98797730392,20238.32718214788,14956.325240388756,24269.079512613105,18987.077570853984,23766.67370882851,18484.67176706939,18754.577713929837,13472.575772170714
Lithuania,2010,8340.961560495687,7506.510600017313,8201.825940109027,7367.374979630653,6813.782489108765,5979.3315286303905,8089.14745562665,7254.696495148276,7782.135765327296,6947.684804848923,4719.328664483751,3884.877704005377,7951.629155041286,7117.178194562913,7552.938597685024,6718.48763720665,3575.525656440405,2741.074695962031
Latvia,2010,4802.65676744774,3048.53288274863,4607.656314725178,2853.532430026069,2662.2946554215414,908.1707707224323,4691.697744710692,2937.5738600115824,4422.724610163434,2668.600725464324,1739.3973869419729,-14.72649775713716,4548.992095487677,2794.868210788568,4184.881861458408,2430.7579767592993,552.4488124521337,-1201.6750722469749
Malta,2010,15472.169235339727,14577.955947317445,15170.52644392757,14276.31315590529,12161.280501030125,11267.06721300785,15442.015856212274,14547.802568189998,15120.27081204849,14226.057524026211,11910.48096670024,11016.26767867796,14939.281251947335,14045.06796392506,14282.379804940258,13388.16651691798,7729.005845512492,6834.792557490213
Netherlands,2010,36415.79257319567,33737.21931905958,35858.85763345001,33180.28437931392,30302.768591701628,27624.195337565532,36366.551037425124,33687.977783289025,35776.78840716577,33098.21515302967,29893.204071959262,27214.630817823167,36214.28972370721,33535.71646957111,35523.01955096924,32844.44629683314,28626.776637226125,25948.203383090025
Norway,2010,65960.19739974325,64907.82487692154,65688.75062286154,64636.37810003981,62980.74587254151,61928.37334971979,65524.317958892854,64471.945436071124,64962.284888110866,63909.912365289136,59355.33592007147,58302.963397249754,65398.168803619476,64345.796280797746,64752.03629598856,63699.66377316683,58306.09532700395,57253.72280418223
Poland,2010,7044.682806129122,4088.7029955840517,6630.632349810321,3674.652539265251,2499.9861308203763,-455.9936797246937,6976.058689947884,4020.0788794028144,6516.258822841591,3560.2790122965202,1929.2077676621398,-1026.77204288293,6983.469330107625,4027.4895195625563,6528.609889774493,3572.630079229424,1990.84547311777,-965.1343374272998
Portugal,2010,15602.403879744781,13437.317978406158,15351.624632914103,13186.53873157548,12849.803099055665,10684.717197717042,15547.18588572692,13382.099984388296,15259.594642884333,13094.50874154571,12390.529625002328,10225.443723663704,15291.556182390865,13126.470281052245,14833.545137324241,12668.45923598562,10264.339711540544,8099.253810201921
Romania,2010,4482.491496319504,1220.7404866585002,4297.406370328623,1035.655360667619,2450.9618991338766,-810.7891105271262,4363.841739921239,1102.0907302602357,4099.656776331515,837.9057666705115,1464.0972586149774,-1797.653751046025,4339.0880495088295,1077.3370398478255,4058.400625644165,796.6496159831619,1258.209420899061,-2003.541588761942
Sweden,2010,39703.42860896025,39128.3722651087,39640.084058744316,39065.02771489276,39008.146760161624,38433.09041631007,39334.14164985277,38759.085306001216,39024.605793565184,38449.549449713624,35936.61713202955,35361.560788177994,39111.4050231268,38536.34867927524,38653.37808235523,38078.321738503684,34084.01407799131,33508.95773413975
Slovenia,2010,14691.51843695285,8923.711202769355,14432.351597673838,8664.544363490339,11846.853843914147,6079.046609730648,14491.97395900587,8724.166724822373,14099.7774677622,8331.970233578704,10187.150567021794,4419.343332838297,14384.897324985737,8617.090090802238,13921.316411061978,8153.50917687848,9296.5449126321,3528.7376784486023
