countries,Year,GrDP (Territorial & Low GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Low GHG with VSL) scenario [Million Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Central GHG with VSL) scenario [Million Euro],GrDP (Territorial & High GHG with VOLY) scenario [Million Euro],GrDP (Territorial & High GHG with VSL) scenario [Million Euro],GrDP (Residential & Low GHG with VOLY) scenario [Million Euro],GrDP (Residential & Low GHG with VSL) scenario [Million Euro],GrDP (Residential & Central GHG with VOLY) scenario [Million Euro],GrDP (Residential & Central GHG with VSL) scenario [Million Euro],GrDP (Residential & High GHG with VOLY) scenario [Million Euro],GrDP (Residential & High GHG with VSL) scenario [Million Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Low GHG with VSL) scenario [Million Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Central GHG with VSL) scenario [Million Euro],GrDP (Footprint & High GHG with VOLY) scenario [Million Euro],GrDP (Footprint & High GHG with VSL) scenario [Million Euro]
Malta,1999,3418.000054,2970.215075,3298.709134,2850.924155,2108.640194,1660.855215,3401.54493406,2953.75995506,3271.2839341,2823.4989551,1971.7753868800003,1523.99040788,3299.22663406,2851.44165506,3100.7534341,2652.9684551,1120.7469868800003,672.9620078800003
Netherlands,1999,373319.460054,305175.308702,363767.244234,295623.092882,268472.51974400005,200328.368392,372355.81379154,304211.66243954,362161.1671299,294017.0157779,260457.43019592002,192313.27884392004,373859.04419154,305714.89283954,364666.55112990004,296522.3997779,272960.48939592,204816.33804392003
Norway,1999,146062.61375617646,139940.21563017648,144440.44229617648,138318.04417017646,128257.35082617647,122134.95270017648,,,,,,,,,,,,
Poland,1999,51963.697107,-83052.46218999999,36423.181767,-98592.97753,-118611.95936299997,-253628.11866,,,,,,,,,,,,
Portugal,1999,86961.064369,47336.58205900001,83889.102469,44264.62015900001,53242.625419,13618.143109000011,86247.68961397,46623.207303970004,82700.14454395001,43075.66223395,47309.15920256,7684.6768925600045,84287.73441397,44663.25210397001,79433.55254395,39809.07023395,31007.30960256001,-8617.172707439997
Romania,1999,-9834.937403999997,-78311.53344999999,-14764.791143999995,-83241.38719,-63945.951074,-132422.54712,,,,,,,,,,,,
Sweden,1999,251624.447209,244652.290531,250673.96494900002,243701.80827100002,241191.77287900003,234219.616201,,,,,,,,,,,,
Slovenia,1999,12111.760549,-6054.621039999998,11570.606509000001,-6595.775079999999,6171.950729,-11994.43086,,,,,,,,,,,,
Slovakia,1999,4084.7912529999994,-18388.216180000003,2341.4682729999986,-20131.53916,-15050.253836999997,-37523.261269999995,3490.2480826599985,-18982.75935034,1350.562989099999,-21122.4444439,-19995.343063319997,-42468.350496319996,3348.252382659999,-19124.755050339998,1113.9034890999974,-21359.1039439,-21176.38666332,-43649.39409632
Belgium,2000,210181.455979,135677.00487900001,203999.427679,129494.976579,142326.335829,67821.88472900001,,,,,,,,,,,,
Bulgaria,2000,-20332.056669999998,-78743.65521,-22028.01709,-80439.61563,-38947.241279999995,-97358.83982,,,,,,,,,,,,
Cyprus,2000,8761.492616,8020.1028320000005,8414.919536000001,7673.529752,4957.440476000001,4216.050692000001,,,,,,,,,,,,
Czechia,2000,27711.283192000003,-21925.305401999998,21695.851672000004,-27940.736921999996,-38315.23896799999,-87951.82756199999,,,,,,,,,,,,
Germany,2000,1919596.022552,1649579.827339,1875914.314832,1605898.119619,1440137.278292,1170121.083079,1917906.82248791,1647890.62727491,1873098.98139185,1603082.78617885,1426087.4237906802,1156071.22857768,1906269.83418791,1636253.6389749101,1853704.00089185,1583687.80567885,1329297.2353906801,1059281.04017768
Denmark,2000,167421.786491,156862.132359,164179.531811,153619.877679,131834.18155100002,121274.527419,166382.82739829,155823.17326629002,162447.93332315,151888.27919115,123192.68052592,112633.02639392001,165669.86269829,155110.20856629,161259.65882315,150700.00469115,117262.62492592001,106702.97079392
Estonia,2000,3504.1116890000003,2226.0428070000007,2967.5700890000007,1689.5012070000002,-2385.0711109999993,-3663.139992999999,,,,,,,,,,,,
Greece,2000,105470.099055,65686.98450600001,100256.576895,60473.462346,48245.486775,8462.372226000007,,,,,,,,,,,,
Spain,2000,536452.556383,365626.612576,522177.614863,351351.671056,379768.07922300004,208942.13541600003,,,,,,,,,,,,
Finland,2000,129475.354015,123200.416741,127552.019035,121277.08176100001,108364.462925,102089.525651,,,,,,,,,,,,
France,2000,1318100.700246,1064225.118082,1296008.027826,1042132.445662,1075607.3196359999,821731.7374720001,,,,,,,,,,,,
Croatia,2000,10055.696921000002,-8275.412553999999,9259.451681000002,-9071.657793999999,1315.9575010000008,-17015.151974,,,,,,,,,,,,
Hungary,2000,21458.085601000002,-32962.21236799999,18338.370541000004,-36081.927427999995,-12784.501128999997,-67204.79909799999,21216.606193390002,-33203.69177561,17935.90486165,-36484.39310735,-14792.996519280001,-69213.29448828,20287.87909339,-34132.41887560999,16388.02636165,-38032.271607350005,-22517.64731927999,-76937.94528828
Ireland,2000,95471.30672600001,81855.396907,92235.709886,78619.800067,59956.779506000006,46340.869687000006,,,,,,,,,,,,
Italy,2000,1023205.747914,636448.5386379999,1000591.939914,613834.730638,774992.2839139999,388235.074638,,,,,,,,,,,,
Lithuania,2000,10652.200723000002,8026.055204000001,10230.142723,7603.997204000001,6019.611723000001,3393.4662040000003,,,,,,,,,,,,
Latvia,2000,1675.4226989999997,-2909.9803310000007,1745.082219,-2840.3208109999996,2440.018859,-2145.3841709999997,,,,,,,,,,,,
Malta,2000,3987.3551879999995,3562.958652,3872.0748479999997,3447.6783119999996,2722.0162179999998,2297.6196819999996,3971.55911988,3547.1625838799996,3845.7480677999997,3421.3515317999995,2590.6330482399994,2166.2365122399997,3836.8084198799997,3412.4118838799996,3621.1635678,3196.7670317999996,1469.8494482399997,1045.4529122399995
Netherlands,2000,408330.270892,344941.096449,398851.666792,335462.492349,304291.306842,240902.13239900002,407390.86737163,344001.69292863004,397285.99425805,333896.81981505,296477.85533924,233088.68089624,410032.39437163,346643.21992863005,401688.53925805003,338299.36481505004,318448.65133924,255059.47689624
Norway,2000,179978.20096147057,174004.73775347057,178450.08724147058,172476.62403347058,163205.33370147058,157231.87049347057,,,,,,,,,,,,
Poland,2000,89437.962458,-30542.993373999983,74321.932298,-45659.02353400001,-76478.46382199999,-196459.419654,,,,,,,,,,,,
Portugal,2000,106887.887752,71099.895151,103505.219512,67717.226911,69759.07683199999,33971.084231,106689.38558611,70901.39298511,103174.38256885,67386.38996785,68108.04294428,32320.050343280003,103835.18318610999,68047.19058510999,98417.37856884999,62629.38596785,44368.32774428,8580.335143279997
Romania,2000,697.1954940000069,-68082.94154899998,-3894.083645999999,-72674.22068899998,-49697.55887599999,-118477.69591899999,,,,,,,,,,,,
Sweden,2000,279974.979357,273124.560214,279128.96747699997,272278.548334,270688.991817,263838.572674,,,,,,,,,,,,
Slovenia,2000,12906.91991,-5017.561084000001,12379.03745,-5545.443543999998,7112.78148,-10811.699514,,,,,,,,,,,,
Slovakia,2000,6548.993644,-17157.399801,4883.429044,-18822.964400999997,-11732.560656000001,-35438.954100999996,5956.338900549999,-17750.054544449995,3895.67113825,-19810.72230675,-16661.9429666,-40368.336411599994,5634.377400549998,-18072.01604445,3359.068638249999,-20347.324806750003,-19339.8449666,-43046.238411599996
Belgium,2001,220144.59851800004,147798.79474200003,214020.80951800002,141675.005742,152928.724018,80582.92024200002,,,,,,,,,,,,
Bulgaria,2001,-15903.231981999998,-69618.90868699999,-17831.932881999997,-71547.609587,-37073.020432000005,-90788.697137,,,,,,,,,,,,
Cyprus,2001,9631.426476999999,8919.060077,9287.972737,8575.606337,5861.6128069999995,5149.246407,,,,,,,,,,,,
Czechia,2001,40647.697855,-8632.077030999993,34651.068895,-14628.705990999995,-25172.443824999995,-74452.21871100001,,,,,,,,,,,,
Germany,2001,1986735.922516,1724548.42754,1942836.631276,1680649.1363,1504888.940096,1242701.44512,1983653.69368555,1721466.19870955,1937699.58322525,1675512.08824925,1479252.6241094,1217065.1291334,1973262.45478555,1711074.95980955,1920380.85172525,1658193.35674925,1392823.9069094,1130636.4119334
Denmark,2001,173485.140764,163151.51864,170196.963704,159863.34158,137393.483034,127059.86091000002,172478.60236841,162144.98024441,168519.39971135,158185.77758735,129021.63987068,118688.01774668001,171819.83026841,161486.20814441002,167421.44621135,157087.82408735002,123542.32907068,113208.70694668
Estonia,2001,4425.723393,3162.5052150000006,3881.0161530000005,2617.7979750000004,-1553.0870269999996,-2816.3052049999988,,,,,,,,,,,,
Greece,2001,122764.16402,81589.03742099999,117509.80651999998,76334.67992099999,65091.335269999996,23916.208671,,,,,,,,,,,,
Spain,2001,596674.353714,431542.71896800003,582531.354354,417399.719608,441438.098834,276306.464088,,,,,,,,,,,,
Finland,2001,137095.515725,130551.14605,134978.659025,128434.28935,113860.493375,107316.1237,,,,,,,,,,,,
France,2001,1382927.321216,1136381.645152,1361182.059356,1114636.383292,1144247.185086,897701.509022,,,,,,,,,,,,
Croatia,2001,13235.225238,-5691.290406999997,12441.445398000002,-6485.070246999996,4522.546518000003,-14403.969127,,,,,,,,,,,,
Hungary,2001,31617.877856000003,-19764.216070999995,28492.357136000002,-22889.736790999996,-2688.432903999994,-54070.52683099999,31276.062351410004,-20106.031575589986,27922.66462835,-23459.429298649986,-5531.4697993200025,-56913.56372632,30224.718351410003,-21157.37557559,26170.424628350003,-25211.66929864999,-14275.981799320005,-65658.07572632
Ireland,2001,109134.695456,95617.003532,105764.938856,92247.246932,72147.605156,58629.913232,,,,,,,,,,,,
Italy,2001,1098309.322015,722464.219169,1076047.6449550001,700202.542109,853960.9142850001,478115.81143900007,,,,,,,,,,,,
Lithuania,2001,11639.170287,8975.527285,11093.495787,8429.852785000001,5649.743037000001,2986.1000350000013,,,,,,,,,,,,
Latvia,2001,2333.567741,-2372.8382980000006,2399.8450009999997,-2306.561038,3061.0395710000003,-1645.3664680000002,,,,,,,,,,,,
Malta,2001,4103.650876,3642.179446,3976.660516,3515.1890860000003,2709.7804960000003,2248.3090660000003,4090.43695045,3628.96552045,3954.63730675,3493.1658767500003,2599.8741946,2138.4027646,3959.26465045,3497.7932204500003,3736.01680675,3274.5453767500003,1508.8537946000006,1047.3823646000005
Netherlands,2001,438783.558834,377150.196744,429256.330074,367622.967984,334210.881254,272577.519164,437856.74398497003,376223.38189497,427711.63865895,366078.27656895004,326502.13552556,264868.77343556,440993.35018497,379359.98809497,432939.31565895,371305.95356895,352590.73312556,290957.37103556003
Norway,2001,188751.78172941174,182850.91664941175,187251.37666941175,181350.51158941176,172283.04999941174,166382.18491941175,,,,,,,,,,,,
Poland,2001,119656.60548200001,374.40898100001505,104276.34744200001,-15005.849058999971,-49160.036337999976,-168442.23283899997,,,,,,,,,,,,
Portugal,2001,115094.026466,80064.39944400001,111995.50754600001,76965.88052400001,81084.092606,46054.465584000005,114476.83243442001,79447.20541242001,110966.8508267,75937.2238047,75950.60574016001,40920.97871816001,111438.51883442,76408.89181242,105902.9948267,70873.3678047,50679.55294016001,15649.925918160006
Romania,2001,6579.255895000002,-58474.82413,1871.2066750000013,-63182.87335,-45097.189114999994,-110151.26913999999,,,,,,,,,,,,
Sweden,2001,265528.489913,258928.00413000002,264687.099713,258086.61393,256293.230813,249692.74503,,,,,,,,,,,,
Slovenia,2001,14657.092535999998,-2317.3019810000005,14077.849536,-2896.544980999999,8299.211035999999,-8675.183481,,,,,,,,,,,,
Slovakia,2001,8078.814214,-15796.126973000002,6289.216894000001,-17585.724292999996,-11564.146846,-35439.08803299999,7528.72215148,-16346.219035520004,5372.396789800001,-18502.544397199996,-16139.515746959998,-40014.45693396,7204.958851479998,-16669.982335520002,4832.7912897999995,-19042.149897199994,-18832.404146959994,-42707.345333959995
Belgium,2002,230283.728735,161287.43816500003,224180.79903500003,155184.50846500002,163296.80988500002,94300.51931500004,,,,,,,,,,,,
Bulgaria,2002,-14846.296137999998,-68597.654554,-16653.552778,-70404.911194,-34683.08925799999,-88434.447674,,,,,,,,,,,,
Cyprus,2002,10163.512137,9451.420522,9811.625637,9099.534022,6301.138887000001,5589.047272000001,,,,,,,,,,,,
Czechia,2002,53359.137016,5884.985962000006,47513.619856,39.46880200000305,-10802.372764,-58276.523818,,,,,,,,,,,,
Germany,2002,2017665.066572,1767170.999246,1973333.593652,1722839.526326,1531074.375712,1280580.3083859999,2016434.32276652,1765940.2554405201,1971282.3539762,1720788.2866502,1520837.71294896,1270343.64562296,2008359.70096652,1757865.63364052,1957824.6509762001,1707330.5836502002,1453677.36654896,1203183.2992229601
Denmark,2002,179338.848123,169233.96343899998,176028.360243,165923.47555899998,143002.30258299998,132897.417899,178302.52853562,168197.64385162,174301.1609307,164196.2762467,134382.75553876,124277.87085476,177615.16073561998,167510.27605162,173155.5479307,163050.6632467,128665.60113875999,118560.71645476
Estonia,2002,5418.983875,4225.714597,4885.416295000001,3692.1470170000002,-437.555515,-1630.8247929999998,,,,,,,,,,,,
Greece,2002,134348.542078,93705.63357399999,129108.723718,88465.81521399999,76835.297698,36192.38919399999,,,,,,,,,,,,
Spain,2002,641073.596605,469323.743827,626105.817205,454355.964427,476784.398905,305034.546127,,,,,,,,,,,,
Finland,2002,141024.992469,134539.638036,138856.211169,132370.856736,117220.035819,110734.68138600001,,,,,,,,,,,,
France,2002,1439202.049843,1204068.235774,1418141.4182230001,1183007.604154,1208036.545633,972902.731564,,,,,,,,,,,,
Croatia,2002,17168.470835,-2319.337846999999,16341.734015000002,-3146.074666999997,8094.0500250000005,-11393.758656999995,,,,,,,,,,,,
Hungary,2002,47306.041922000004,4842.424315000011,44222.61696200001,1758.9993550000072,13461.782242000008,-29001.83536499999,47005.18585544001,4541.568248440017,43721.19018440001,1257.572577400002,10959.42384712,-31504.19375988,45995.05015544001,3531.432548440018,42037.63068440001,-425.986922600001,2557.660247120002,-39905.95735987999
Ireland,2002,124257.310134,112738.19411200001,120969.747954,109450.631932,88172.40144400002,76653.28542200002,,,,,,,,,,,,
Italy,2002,1154947.598892,766475.727692,1132619.0086919998,744147.1374919999,909864.7397919999,521392.868592,,,,,,,,,,,,
Lithuania,2002,13036.525995,10343.739516,12435.736154999999,9742.949676,6442.142275,3749.355796,,,,,,,,,,,,
Latvia,2002,3021.0717110000014,-1601.9290809999984,3016.6024910000015,-1606.3983009999993,2972.0167010000014,-1650.9840909999984,,,,,,,,,,,,
Malta,2002,4283.617236,3836.070414,4154.757036,3707.2102139999997,2869.2231359999996,2421.676314,4272.928037969999,3825.3812159699996,4136.941705949999,3689.39488395,2780.31615556,2332.7693335599997,4126.94443797,3679.3976159699996,3893.6357059499996,3446.0888839499994,1566.1033555599997,1118.55653356
Netherlands,2002,459140.042654,400346.50663,449713.383314,390919.84729,355671.234184,296877.69816,458248.74736625,399455.21134225,448227.89116775,389434.35514374997,348257.920997,289464.38497300004,461065.94986625,402272.41384225,452923.22866775,394129.69264375,371689.89099700004,312896.354973
Norway,2002,202564.9242405294,196750.4783015294,201161.3359005294,195346.8899615294,187158.8712705294,181344.4253315294,,,,,,,,,,,,
Poland,2002,119922.78716800001,2823.7457200000063,105335.30264800001,-11763.738799999992,-40192.22149199998,-157291.26294,,,,,,,,,,,,
Portugal,2002,121171.23280299999,85167.80211399999,117867.75220299998,81864.32151399998,84911.600503,48908.16981399999,120589.03959384999,84585.60890485,116897.43018775,80893.99949875,80069.2315888,44065.8008998,117788.36829384998,81784.93760484998,112229.64468775,76226.21399875,56774.7591888,20771.3284998
Romania,2002,9172.231228999997,-56983.247695,4296.483568999996,-61858.99535499999,-44344.90380099999,-110500.38272499999,,,,,,,,,,,,
Sweden,2002,278694.06056099996,272254.54402,277784.978121,271345.46158,268715.798541,262276.282,,,,,,,,,,,,
Slovenia,2002,16922.149213,1004.9168320000026,16378.124893000002,460.89251200000217,10950.834653000002,-4966.397727999996,,,,,,,,,,,,
Slovakia,2002,12487.578133,-7537.6248009999945,10776.079813000002,-9249.123121,-6298.1534269999975,-26323.356360999995,11907.237319780003,-8117.96561422,9808.845124300002,-10216.357809699995,-11125.115111559997,-31150.318045559998,11668.662619780001,-8356.540314219998,9411.2206243,-10613.982309699993,-13109.450711559995,-33134.65364556
Belgium,2003,238714.050076,170639.881689,232593.376636,164519.20824900002,171532.37255600002,103458.20416900003,,,,,,,,,,,,
Bulgaria,2003,-15669.760572999996,-73219.520723,-17701.561812999997,-75251.321963,-37971.197992999994,-95520.958143,,,,,,,,,,,,
Cyprus,2003,10975.172055,10249.910477,10607.395695,9882.134117,6938.388674999999,6213.127097,,,,,,,,,,,,
Czechia,2003,55092.416098,8009.955199000004,49088.219998,2005.7590990000026,-10810.783951999998,-57893.244850999996,,,,,,,,,,,,
Germany,2003,2036145.401081,1793640.09473,1992182.761661,1749677.45531,1553603.096971,1311097.79062,2034407.76434324,1791902.45799224,1989286.7004314,1746781.3940804,1539150.37235852,1296645.06600752,2023861.12334324,1781355.81699224,1971708.9654314,1729203.6590804001,1451429.10435852,1208923.79800752
Denmark,2003,182355.20679,171789.367908,178844.13615,168278.297268,143817.02667,133251.18778799998,181061.11108353,170495.27220153,176687.30997255,166121.47109055,133053.43698444,122487.59810244,180622.50508353,170056.66620153,175956.29997255,165390.46109055,129405.34898444,118839.51010244
Estonia,2003,6419.264116,5199.527579,5790.527056,4570.790519,-481.8736140000001,-1701.6101510000008,,,,,,,,,,,,
Greece,2003,149520.22749299998,108878.08762399999,144108.221313,103466.081444,90117.01680299999,49474.876934,,,,,,,,,,,,
Spain,2003,697366.951008,534099.9509149999,682076.830848,518809.830755,529539.679728,366272.679635,,,,,,,,,,,,
Finland,2003,143960.466981,137231.222313,141494.195481,134764.950813,116890.201231,110160.956563,,,,,,,,,,,,
France,2003,1485149.3280500001,1251782.31341,1464105.32423,1230738.30959,1254166.3337400001,1020799.3191000001,,,,,,,,,,,,
Croatia,2003,19861.172512,-1061.274016999996,18938.429992,-1984.0165369999995,9732.974852000003,-11189.471676999998,,,,,,,,,,,,
Hungary,2003,50183.931152000005,5905.586552000008,47078.734652,2800.3900520000025,16100.702902000005,-28177.641697999992,49735.92680822001,5457.582208220003,46332.0607457,2053.716145700004,12374.444550560002,-31903.900049439995,48499.747108220006,4221.40250822001,44271.7612457,-6.583354299989878,2092.568950560002,-42185.775649439995
Ireland,2003,134419.821693,124125.41841299999,131091.642993,120797.23971299999,97889.09834299999,87594.69506299999,,,,,,,,,,,,
Italy,2003,1214279.323902,869136.8825139999,1190796.700542,845654.259154,956529.577022,611387.135634,,,,,,,,,,,,
Lithuania,2003,14589.178100000001,12158.973796000002,13949.329940000001,11519.125636,7566.082820000001,5135.878516000001,,,,,,,,,,,,
Latvia,2003,2820.5621260000007,-1965.6069669999997,2790.798406000001,-1995.3706869999987,2493.869866000001,-2292.2992269999995,,,,,,,,,,,,
Malta,2003,4355.078657,3912.1217619999998,4216.884377,3773.927482,2838.231917,2395.2750220000003,4344.38067236,3901.42377736,4199.0544026,3756.0975076,2749.2518542800003,2306.2949592800005,4249.89957236,3806.94267736,4041.5859026000003,3598.6290076000005,1963.4090542800004,1520.4521592800002
Netherlands,2003,471456.681291,413939.65021,461986.063071,404469.03199,367505.371781,309988.3407,470577.21898203,413060.18790103,460520.29255605,403003.26147505,360190.47892544,302673.44784444,470396.81848203,412879.78740103,460219.62505605,402702.59397505,358690.00492544,301172.97384444
Norway,2003,197365.37111758825,191762.31798158825,196002.09815758825,190399.04502158824,182401.82743758825,176798.77430158824,,,,,,,,,,,,
Poland,2003,101890.91765,-12290.690003999975,86831.06039000001,-27350.547263999993,-63408.94417999999,-177590.55183399995,,,,,,,,,,,,
Portugal,2003,126290.28988299999,94870.597621,122660.628883,91240.936621,86450.43938299999,55030.74712099999,126498.63594064,95078.94367864,123007.8723124,91588.1800504,88183.34944972,56763.657187720004,123497.29704064,92077.60477864,118005.6408124,86585.9485504,63219.83224972,31800.139987720002
Romania,2003,7479.547135000001,-66771.81156599999,2381.760175000003,-71869.598526,-48474.733544999996,-122726.09224599999,,,,,,,,,,,,
Sweden,2003,291190.217088,284773.131231,290150.101368,283733.015511,279773.708828,273356.622971,,,,,,,,,,,,
Slovenia,2003,18291.737645,2594.873466000001,17748.749465,2051.8852860000006,12331.795955000001,-3365.0682239999987,,,,,,,,,,,,
Slovakia,2003,17083.835271,-2711.751414999999,15344.221731,-4451.364954999997,-2010.4942990000018,-21806.080985,16539.28498269,-3256.301703310004,14436.637917150001,-5358.948768850001,-6539.769712879999,-26335.356398879994,16437.56518269,-3358.021503310003,14267.10491715,-5528.481768849997,-7385.820112879999,-27181.406798879994
Belgium,2004,253803.80474300002,185722.137874,247637.43614300003,179555.76927400002,186120.56844300003,118038.90157400002,,,,,,,,,,,,
Bulgaria,2004,-9044.458902999999,-65316.534577,-11006.104602999996,-67278.18027699999,-30575.855753,-86847.931427,,,,,,,,,,,,
Cyprus,2004,12393.95736,11722.347651,12017.62896,11346.019251,8263.30516,7591.695451,,,,,,,,,,,,
Czechia,2004,63878.41750600001,17383.537924000004,57832.630906000006,11337.751324000012,-2481.287793999989,-48976.167376,,,,,,,,,,,,
Germany,2004,2092934.753616,1859096.349081,2049995.612616,1816157.208081,1621626.563116,1387788.158581,2090112.36860874,1856273.96407374,2045291.6376039,1811453.2330689002,1598151.48781752,1364313.08328252,2079711.62930874,1845873.22477374,2027957.0721039001,1794118.6675689002,1511643.75141752,1277805.34688252
Denmark,2004,191979.974587,181921.867639,188730.67692700002,178672.56997900002,156315.064557,146256.957609,190589.31860287001,180531.21165487,186412.91695345,176354.81000545,144748.33859376,134690.23164576,189632.28560287002,179574.17865487002,184817.86195345002,174759.75500545002,136788.25459376,126730.14764576001
Estonia,2004,7659.6034660000005,6531.1931779999995,7044.960766,5916.550478,913.1681160000007,-215.2421720000002,,,,,,,,,,,,
Greece,2004,164061.19123,123003.31968799999,158621.31342999998,117563.44188799999,104352.05632999999,63294.184788,,,,,,,,,,,,
Spain,2004,754778.888,593239.2322760001,738862.67132,577323.015596,580079.46206,418539.80633600004,,,,,,,,,,,,
Finland,2004,151263.0721,144919.747433,149017.70968,142674.385013,126617.54649000001,120274.221823,,,,,,,,,,,,
France,2004,1562281.443002,1335216.506238,1541340.546242,1314275.609478,1332430.171422,1105365.234658,,,,,,,,,,,,
Croatia,2004,23500.793292000002,3644.8469380000024,22591.152252,2735.205898,13516.399972,-6339.546382,,,,,,,,,,,,
Hungary,2004,61463.533427,22909.151629000007,58367.090147,19812.708349000008,27476.382187000003,-11077.999610999992,61035.27496091,22480.89316291001,57653.326036850005,19098.944238850003,23914.35938968,-14640.022408320001,59811.32986091,21256.948062910007,55613.41753685,17059.035738849998,13734.244589680005,-24820.137208319997
Ireland,2004,145476.58483399998,135625.63666699998,142244.20477399998,132393.256607,109997.36560399999,100146.417437,,,,,,,,,,,,
Italy,2004,1276999.961358,945720.431005,1253545.770738,922266.240385,1019562.2976480001,688282.767295,,,,,,,,,,,,
Lithuania,2004,16057.980142000002,13590.838365000001,15361.585282000002,12894.443505000003,8414.217512000003,5947.075735000004,,,,,,,,,,,,
Latvia,2004,3578.226103,-1641.074720999999,3394.980523,-1824.3203009999997,1566.887713,-3652.413111,,,,,,,,,,,,
Malta,2004,4427.030285,3942.7643089999997,4293.647524999999,3809.3815489999997,2962.995705,2478.7297289999997,4414.675295149999,3930.4093191499996,4273.05587525,3788.7898992499995,2860.2335671999995,2375.9675911999993,4323.016595149999,3838.7506191499997,4120.29137525,3636.0253992499997,2097.8659671999994,1613.5999911999997
Netherlands,2004,488164.788563,431516.852205,478640.207903,421992.271545,383621.17703300004,326973.240675,487262.63505767,430614.69869967,477136.61872745,420488.68236945,376117.55105216,319469.61469416,486710.67315767,430062.73679967003,476216.68222745,419568.74586945,371526.62985216,314878.69349416
Norway,2004,208126.7290454706,202680.7461644706,206734.67180547057,201288.6889244706,192847.24362547058,187401.26074447058,,,,,,,,,,,,
Poland,2004,115281.71592100001,888.5342980000132,100468.759861,-13924.421761999984,-47308.111309,-161701.292932,,,,,,,,,,,,
Portugal,2004,132973.22655,101844.358779,129599.35940999999,98470.491639,95941.01818,64812.150408999994,132573.33130383,101444.46353283,128932.86733305,97803.99956205,92614.90533883999,61486.03756784,129833.15260382999,98704.28483282999,124365.90283305,93237.03506205001,69823.57773883999,38694.70996784
