countries,Year,GDP [Euro],Population,GrDP (Territorial & Low GHG with VOLY) scenario [Euro],GrDP (Territorial & Low GHG with VSL) scenario [Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Euro],GrDP (Territorial & Central GHG with VSL) scenario [Euro],GrDP (Territorial & High GHG with VOLY) scenario [Euro],GrDP (Territorial & High GHG with VSL) scenario [Euro],GrDP (Residential & Low GHG with VOLY) scenario [Euro],GrDP (Residential & Low GHG with VSL) scenario [Euro],GrDP (Residential & Central GHG with VOLY) scenario [Euro],GrDP (Residential & Central GHG with VSL) scenario [Euro],GrDP (Residential & High GHG with VOLY) scenario [Euro],GrDP (Residential & High GHG with VSL) scenario [Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Euro],GrDP (Footprint & Low GHG with VSL) scenario [Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Euro],GrDP (Footprint & Central GHG with VSL) scenario [Euro],GrDP (Footprint & High GHG with VOLY) scenario [Euro],GrDP (Footprint & High GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro],GDP per capita [Euro]
Belgium,2012,386174700000.0,11075889.0,359076132836.0,317773266741.0,354029103716.0,312726237621.0,303678979876.0,262376113781.0,358907615088.56,317604748993.56,353748240803.6,312445374708.6,302277340198.88,260974474103.88,352175447688.56,310872581593.56,342527961803.6,301225095708.6,246282804998.88,204979938903.88,32419.62183225202,28690.542740271234,31963.94471956156,28234.865627580773,27418.023047721046,23688.94395574026,32404.40700412942,28675.32791214863,31938.58667269056,28209.50758070977,27291.47431857434,23562.39522659355,31796.585148926646,28067.50605694586,30925.550247352603,27196.471155371815,22235.940157840152,18506.861065859364,34866.24865958841
Belgium,2013,392880000000.0,11137974.0,366225749234.0,325599140163.0,361202558054.0,320575948983.0,311090246044.0,270463636973.0,366055899503.39,325429290432.39,360919475169.65,320292866098.65,309677527649.72,269050918578.72,359300006303.39,318673397232.39,349659653169.65,309033044098.65,253485654049.72,212859044978.72,32880.822781055154,29233.246563782606,32429.82593189749,28782.24971462494,27930.595460538872,24283.019243266324,32865.57317366605,29217.99695639351,32404.409919582326,28756.833702309777,27803.757456223186,24156.181238950638,32259.00925099933,28611.433033726782,31393.470048471114,27745.893831198566,22758.68609943963,19111.10988216708,35273.91965540591
Belgium,2014,403003300000.0,11180840.0,378469619570.0,341590757990.0,373682806910.0,336803945330.0,325928652040.0,289049790460.0,378309611838.62,341430750258.62,373416127357.7,336537265777.7,324597794083.76,287718932503.76,371054638938.62,334175777358.62,361324505857.7,324445644277.7,264254844883.76,227375983303.76,33849.837719706215,30551.43960471664,33421.71133027572,30123.31321528615,29150.640921433453,25852.24280644388,33835.52683328086,30537.12871829129,33397.85985290014,30099.46173791057,29031.61069148293,25733.21257649336,33186.65135523091,29888.25324024134,32316.400722816892,29018.00260782732,23634.61465182938,20336.21653683981,36044.09865448392
Belgium,2015,416701400000.0,11237274.0,391109902935.0,353378732082.0,386148268635.0,348417097782.0,336650059785.0,298918888932.0,390990500737.89,353259329884.89,385949264973.15,348218094120.15,335656936748.72,297925765895.72,384235130437.89,346503959584.89,374690314473.15,336959143620.15,279469412348.72,241738241495.72,34804.695777196495,31447.015715911173,34363.16215436235,31005.482093077022,29958.338631326424,26600.658570041098,34794.070228944314,31436.390167658992,34345.45290727538,30987.772845990054,29869.96105538763,26512.280994102304,34192.91283970561,30835.232778420283,33343.523925210866,29985.84386392554,24869.85832584664,21512.178264561317,37082.07168393331
Belgium,2016,430085300000.0,11311117.0,405098500014.0,368754497193.0,400199152134.0,363855149313.0,351322324474.0,314978321653.0,404920837366.74,368576834545.74,399903047721.9,363559044900.9,349844622455.52,313500619634.52,398084719966.74,361740717145.74,388509518721.9,352165515900.9,292985487255.52,256641484434.52,35814.19058913457,32601.068240475277,35381.046110123345,32167.923761464055,31059.914283797083,27846.791935137793,35798.48368350712,32585.361334847832,35354.8679340776,32141.745585418314,30929.27271953071,27716.15037087142,35194.11212586166,31980.989777202376,34347.582004668504,31134.459656009218,25902.436271812945,22689.313923153655,38023.23855371667
Belgium,2017,445050100000.0,11351727.0,421382346414.0,386986897482.0,416499261774.0,382103812842.0,367784679294.0,333389230362.0,421195876253.34,386800427321.33997,416188478172.9,381793029240.9,366233721132.32,331838272200.32,414754359353.34,380358910421.33997,405452616672.9,371057167740.9,312656659932.32,278261211000.32,37120.54971142276,34090.574718895194,36690.38744272127,33660.412450193704,32399.00671448494,29369.031721957374,37104.12312182455,34074.14812929698,36663.00979339091,33633.034800863345,32262.379207350565,29232.404214822996,36536.67493530632,33506.699942778745,35717.26281586053,32687.28782333296,27542.651433770385,24512.676441242817,39205.49710189472
Belgium,2018,460050800000.0,11398589.0,437212273917.0,403925014770.0,432299254197.0,399011995050.0,383286033657.0,349998774510.0,437002281357.51,403715022210.51,431949266597.85,398662007450.85,381539428876.48,348252169729.48,430161508257.51,396874249110.51,420547978097.85,387260718950.85,324641570076.48,291354310929.48,38356.7013353144,35436.4048716907,37925.68134503315,35005.384881409445,33625.74382294159,30705.447359317895,38338.27865514846,35417.98219152476,37894.97687808991,34974.68041446621,33472.513911720125,30552.217448096424,37738.13655861353,34817.84009498983,36894.74005053169,33974.44358690799,28480.855838953397,25560.5593753297,40360.32880911839
Belgium,2019,478676200000.0,11455519.0,456426251521.0,424508405813.0,451554955441.0,419637109733.0,402957977881.0,371040132173.0,456186788521.63,424268942813.63,451155850442.05,419238004734.05,400966253886.24,369048408178.24,449774824921.63,417856979213.63,440469244442.05,408551398734.05,347635001086.24,315717155378.24,39843.34987537448,37057.10809025763,39418.11413703735,36631.8723519205,35175.88141410267,32389.63962898582,39822.44615208006,37036.20436696321,39383.27459821331,36597.03281309646,35002.01552511414,32215.773739997287,39262.719124435134,36476.47733931828,38450.3962188051,35664.15443368825,30346.508184067436,27560.26639895058,41785.6406156718
Belgium,2020,460747700000.0,11522440.0,440331710003.0,411023545651.0,435840324503.0,406532160151.0,391033407253.0,361725242901.0,440247840812.0,410939676460.0,435700542518.0,406392378166.0,390335828585.0,361027664233.0,434720787812.0,405412623460.0,426488787518.0,397180623166.0,344364784585.0,315056620233.0,38215.14453561919,35671.57178956888,37825.34988275053,35281.77713670021,33936.6841791322,31393.111433081882,38207.86576558437,35664.29301953406,37813.21859935916,35269.645853308844,33876.14329820767,31332.570552157355,37728.188457653065,35184.61571160275,37013.756419473655,34470.18367342334,29886.44632430284,27342.873578252522,39986.99060268485
Belgium,2021,507929600000.0,11554767.0,486849990428.0,456504257660.0,482203641308.0,451857908540.0,435850777468.0,405505044700.0,486854645698.97,456508912930.97,482211400092.95,451865667324.95,435889497499.56,405543764731.56,480304214398.97,449958481630.97,471294014592.95,440948281824.95,381406545099.56,351060812331.56,42134.12442050973,39507.872176046476,41732.00907538854,39105.75683092528,37720.429799060425,35094.17755459716,42134.52730799072,39508.27506352746,41732.68055452352,39106.428310060255,37723.780799695916,35097.52855523266,41567.62437520116,38941.3721307379,40787.84233320758,38161.59008874433,33008.588152366894,30382.335907903638,43958.44589510113
Bulgaria,1990,,8767308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1991,,8669269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1992,,8595465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1993,,8484863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1994,,8459763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1995,14512800000.0,8427418.0,-40665033191.0,-117229077733.0,-43004783471.0,-119568828013.0,-66346577931.0,-142910622473.0,,,,,,,,,,,,,-4825.325288362343,-13910.438254397728,-5102.96077292001,-14188.073738955396,-7872.7052498167295,-16957.818215852116,,,,,,,,,,,,,1722.0932912073424
Bulgaria,1996,9829800000.0,8384715.0,-45355497019.0,-121354638624.0,-47738587519.0,-123737729124.0,-71512752269.0,-147511893874.0,,,,,,,,,,,,,-5409.306937564365,-14473.317056572585,-5693.525363593158,-14757.535482601377,-8528.942518499436,-17592.952637507657,,,,,,,,,,,,,1172.3475395407
Bulgaria,1997,10064700000.0,8340936.0,-33905190834.0,-107017598469.0,-36143030214.0,-109255437849.0,-58468142124.0,-131580549759.0,,,,,,,,,,,,,-4064.914397376985,-12830.40637993146,-4333.210351212382,-13098.702333766858,-7009.781890665508,-15775.273873219983,,,,,,,,,,,,,1206.663137086773
Bulgaria,1998,13437600000.0,8283200.0,-29142881457.0,-97943535431.0,-31220638677.0,-100021292651.0,-51948740467.0,-120749394441.0,,,,,,,,,,,,,-3518.3119394678383,-11824.359599067993,-3769.1518588226772,-12075.199518422833,-6271.578673338806,-14577.62633293896,,,,,,,,,,,,,1622.271585860537
Bulgaria,1999,12804400000.0,8230371.0,-22926768504.0,-78663245119.0,-24712686624.0,-80449163239.0,-42529345964.0,-98265822579.0,,,,,,,,,,,,,-2785.630016435468,-9557.679127587322,-3002.62122132769,-9774.670332479544,-5167.366812990569,-11939.415924142424,,,,,,,,,,,,,1555.7500384855068
Bulgaria,2000,14440000000.0,8190876.0,-20332056670.0,-78743655210.0,-22028017090.0,-80439615630.0,-38947241280.0,-97358839820.0,,,,,,,,,,,,,-2482.2810978947796,-9613.581649874812,-2689.335925730044,-9820.636477710077,-4754.954327229469,-11886.2548792095,,,,,,,,,,,,,1762.9371998794757
Bulgaria,2001,15905300000.0,8149468.0,-15903231982.0,-69618908687.0,-17831932882.0,-71547609587.0,-37073020432.0,-90788697137.0,,,,,,,,,,,,,-1951.4441902219876,-8542.755022413732,-2188.1100560183804,-8779.420888210127,-4549.133812415731,-11140.444644607476,,,,,,,,,,,,,1951.6979513263934
Bulgaria,2002,17478300000.0,7868815.0,-14846296138.0,-68597654554.0,-16653552778.0,-70404911194.0,-34683089258.0,-88434447674.0,,,,,,,,,,,,,-1886.7257824716937,-8717.660099265264,-2116.3990738122575,-8947.333390605829,-4407.663575519313,-11238.597892312882,,,,,,,,,,,,,2221.2111988908114
Bulgaria,2003,18798300000.0,7805506.0,-15669760573.0,-73219520723.0,-17701561813.0,-75251321963.0,-37971197993.0,-95520958143.0,,,,,,,,,,,,,-2007.5265553572056,-9380.49637307306,-2267.8301461814262,-9640.79996389728,-4864.6683498802,-12237.638167596053,,,,,,,,,,,,,2408.3384216218656
Bulgaria,2004,21093200000.0,7745147.0,-9044458903.0,-65316534577.0,-11006104603.0,-67278180277.0,-30575855753.0,-86847931427.0,,,,,,,,,,,,,-1167.7581978753922,-8433.22077386007,-1421.0323707219502,-8686.494946706627,-3947.7437617388023,-11213.20633772348,,,,,,,,,,,,,2723.408606705593
Bulgaria,2005,24039900000.0,7688573.0,-6006439402.0,-62210129691.0,-7937745142.0,-64141435431.0,-27204819072.0,-83408509361.0,,,,,,,,,,,,,-781.2164106395296,-8091.245240306621,-1032.4081129229053,-8342.436942589997,-3538.3443809403902,-10848.373210607482,,,,,,,,,,,,,3126.7050465671587
Bulgaria,2006,27410000000.0,7629371.0,-2321964386.0,-57174908694.0,-4423198766.0,-59276143074.0,-25385513176.0,-80238457484.0,,,,,,,,,,,,,-304.34545469082576,-7494.0527461569245,-579.759296801794,-7769.466588267893,-3327.340245480263,-10517.047536946362,,,,,,,,,,,,,3592.694600904845
Bulgaria,2007,32464700000.0,7572673.0,2035048357.0,-54440840889.0,-191107883.0,-56666997129.0,-22399666563.0,-78875555809.0,,,,,,,,,,,,,268.7358026683577,-7189.118147449388,-25.236515956783027,-7483.090466074529,-2957.9603612885435,-10415.81431140629,,,,,,,,,,,,,4287.08594706255
Bulgaria,2008,37246700000.0,7518002.0,8304349177.0,-38052795954.0,6065527837.0,-40291617294.0,-16269380293.0,-62626525424.0,7428092350.239998,-38929052780.759995,4605099792.400002,-41752045338.600006,-23557611677.479996,-69914756808.48,7366478980.240002,-38990666150.759995,4502410842.400002,-41854734288.600006,-24070078437.479996,-70427223568.48,1104.595233813452,-5061.557040554126,806.8005085659727,-5359.351765801605,-2164.05639330769,-8330.208667675268,988.0407520828004,-5178.111522284777,612.5430390148874,-5553.609235352692,-3133.4936699245354,-9299.645944292113,979.845307335646,-5186.306967031931,598.8839644362959,-5567.2683099312835,-3201.6589563929347,-9367.811230760513,4954.334941650721
Bulgaria,2009,37417700000.0,7467119.0,16722686941.0,-22463570033.0,14860217101.0,-24326039873.0,-3720136779.0,-42906393753.0,15848302772.23,-23337954201.770004,13402910153.05,-25783346820.949997,-10992792404.96,-50179049378.95999,15902182262.23,-23284074711.770004,13492709303.05,-25693547670.949997,-10544651884.96,-49730908858.95999,2239.5099021456604,-3008.331597902752,1990.087087268865,-3257.7544127795472,-498.2024230496394,-5746.043923098052,2122.4119733768807,-3125.429526671532,1794.9238726542324,-3452.9176273941794,-1472.1597988407575,-6720.0012988891685,2129.6275393803153,-3118.2139606680976,1806.94981599329,-3440.891684055122,-1412.1446149391752,-6659.986114987586,5010.995539243449
Bulgaria,2010,38290000000.0,7421766.0,18983754424.0,-12146395903.0,16985395684.0,-14144754643.0,-2950611746.0,-34080762073.0,18155630609.02,-12974519717.979996,15605189325.7,-15524961001.300003,-9838498715.04,-40968649042.04001,18336484709.02,-12793665617.979996,15906612825.7,-15223537501.300003,-8334251915.040001,-39464402242.04001,2557.848687765149,-1636.5910624236874,2288.5921873581033,-1905.8475628307333,-397.56194765504597,-4592.0016978438825,2446.268261357203,-1748.1714888316333,2102.624810011526,-2091.814940177311,-1325.627716508443,-5520.067466697281,2470.636329550137,-1723.8034206386992,2143.2382569997494,-2051.2014931890876,-1122.9472763005465,-5317.387026489384,5159.1494531086
Bulgaria,2011,41479900000.0,7369431.0,18072513137.0,-25436139247.0,15708646457.0,-27800005927.0,-7873737803.0,-51382390187.0,17456537827.190002,-26052114556.809998,14682020940.650002,-28826631443.350006,-12997087998.879997,-56505740382.880005,17845701427.190002,-25662950956.809998,15330626940.650002,-28178025443.350006,-9760235198.879997,-53268887582.880005,2452.3620801931656,-3451.5743816585027,2131.5955678260643,-3772.340894025604,-1068.4322579314469,-6972.368719783115,2368.776887549392,-3535.1595743022763,1992.2869134197745,-3911.649548431895,-1763.6487808733127,-7667.585242724982,2421.5847094829983,-3482.3517523686696,2080.2999499757852,-3823.6365118758836,-1324.4218174890295,-7228.358279340699,5628.643513997214
Bulgaria,2012,42255300000.0,7327224.0,25366513000.0,-6141751384.0,23193975640.0,-8314288744.0,1520329120.0,-29987935264.0,24782031339.79,-6726233044.209999,22219839539.65,-9288424844.349998,-3341073895.080002,-34849338279.08,25060138539.79,-6448125844.209999,22683351539.65,-8824912844.349998,-1027928295.0800018,-32536192679.08,3461.9540770147055,-838.2098573757264,3165.4519692587533,-1134.7119651316789,207.4904656934195,-4092.6734686970126,3382.1855780292785,-917.9783563611538,3032.504470949708,-1267.6594634407245,-455.98085920124754,-4756.144793591679,3420.1409073600043,-880.0230270304278,3095.7633531675847,-1204.4005812228477,-140.28891365679578,-4440.452848047228,5766.890707858802
Bulgaria,2013,42056200000.0,7284552.0,26484207766.0,1744750479.0,24483274006.0,-256183281.0,4521577686.0,-20217879601.0,25980686251.629997,1241228964.6299973,23644071482.05,-1095385804.949997,333557471.23999786,-24405899815.760002,26257672051.629997,1518214764.6299973,24105714482.05,-633742804.949997,2637375871.239998,-22102081415.760002,3635.667336302905,239.51376543128526,3360.985549420198,-35.168021451422135,620.70772313795,-2775.44584773367,3566.545513249133,170.39194237751303,3245.7825109972446,-150.37105987437482,45.78970281768843,-3350.3638680539316,3604.569237975101,208.41566710348107,3309.1553855405245,-86.99818533109476,362.0505243479624,-3034.1030465236577,5773.340625477037
Bulgaria,2014,43024700000.0,7245677.0,29310129802.0,4235592953.0,27233742622.0,2159205773.0,6519308612.0,-18555228237.0,28719468900.190002,3644932051.1900024,26249307785.65,1174770936.6500015,1606510000.1200027,-23468026848.879997,29115480600.190002,4040943751.1900024,26909327285.65,1834790436.6500015,4900321600.120003,-20174215248.879997,4045.1885727172216,584.5682816112284,3758.6194667523823,297.9991756463889,899.7514810555315,-2560.868810050462,3963.669495644093,503.0492045380994,3622.754338297167,162.13404719117366,221.71979238379006,-3238.9004987222033,4018.324388485714,557.7040973797207,3713.8458263665357,253.22553526054247,676.3096947490211,-2784.3105963569724,5937.982054678949
Bulgaria,2015,45797800000.0,7202198.0,32092461127.0,7405370499.0,29874664987.0,5187574359.0,7749508257.0,-16937582371.0,31521035685.07,6833945057.07,28922289250.45,4235198622.449997,2996699819.3600006,-21690390808.64,31999804185.07,7312713557.07,29720236750.45,5033146122.449997,6978837819.360001,-17708252808.64,4455.925972460074,1028.2097908166368,4147.992735967548,720.2765543241105,1075.9921147682971,-2351.72406687514,4376.585548615853,948.8693669724158,4015.75869622718,588.0425145837419,416.08128787350756,-3011.6348937699295,4443.060880174357,1015.3446985309207,4126.550915491354,698.8347338479166,968.9872202013886,-2458.728961442049,6358.864335581999
Bulgaria,2016,48752100000.0,7153784.0,36628293376.0,15081668403.0,34597198576.0,13050573603.0,14334609976.0,-7212014997.0,35928457116.22,14381832143.220001,33430804809.7,11884179836.699997,8513749656.559998,-13032875316.440002,36293416116.22,14746791143.220001,34039069809.7,12492444836.699997,11549281656.559998,-9997343316.440002,5120.128504858408,2108.2085233493212,4836.20956070242,1824.289579193333,2003.7800940033974,-1008.1398875056893,5022.301080969177,2010.3810994600901,4673.163854220368,1661.2438727112808,1190.104377845347,-1821.8156036637397,5073.3172984003995,2061.3973168913126,4758.190883272406,1746.270901763318,1614.4297418764668,-1397.49023963262,6814.868886172689
Bulgaria,2017,52501800000.0,7101859.0,40423042872.0,19365472181.0,38307790572.0,17250219881.0,17205630722.0,-3851939969.0,39722819768.28,18665249077.28,37140752065.8,16083181374.800003,11381552843.440002,-9676017847.559998,40123758068.28,19066187377.28,37808982565.8,16751411874.800003,14716341243.440002,-6341229447.559998,5691.896005257215,2726.8173278292347,5394.05113111933,2428.9724536913504,2422.6939343628196,-542.3847430651608,5593.298848692997,2628.2201712650167,5229.722536845635,2264.6438594176543,1602.6159972255155,-1362.462680202465,5649.754250018199,2684.675572590219,5323.814872387638,2358.736194959658,2072.1815574541824,-892.8971199737981,7392.684084547441
Bulgaria,2018,56199800000.0,7050034.0,42187557342.0,21868172206.0,40261168962.0,19941783826.0,21043151552.0,723766416.0,41481428536.38,21162043400.379997,39084287619.3,18764902483.300003,15169953232.239998,-5149431903.760002,41661388036.38,21342002900.379997,39384220119.3,19064834983.300003,16666759232.239998,-3652625903.760002,5984.0218276961505,3101.8534387210047,5710.7765667513095,2828.6081777761638,2984.8297968492066,102.66140787406131,5883.862196463166,3001.6938074880204,5543.843848029669,2661.6754590545243,2151.756038657402,-730.4123503177434,5909.3882435715905,3027.2198545964457,5586.387259877045,2704.2188709018997,2364.067922543352,-518.1004664317934,7971.564392455412
Bulgaria,2019,61530800000.0,7000039.0,50200422272.0,30215170090.0,48325344452.0,28340092270.0,29619210962.0,9633958780.0,49506569160.020004,29521316978.02,47168922598.7,27183670416.7,23848115236.96,3862863054.959999,49672637160.020004,29687384978.02,47445702598.7,27460450416.7,25229379236.96,5244127054.959999,7171.448940784473,4316.428821325138,6903.582173185035,4048.5620537257005,4231.292277371597,1376.272157912263,7072.327619891833,4217.307500432497,6738.3799716973,3883.359852237966,3406.8546242328075,551.8345047734733,7096.051487715998,4241.031368256663,6777.919751404242,3922.899631944908,3604.1769534369737,749.1568339776392,8790.06531249326
Bulgaria,2020,61607700000.0,6951482.0,50636563488.0,30444774094.0,49013710368.0,28821920974.0,32823818528.0,12632029134.0,49953389564.61,29761600170.61,47875087162.35,27683297768.35,27141546530.28,6949757136.279999,49993954634.61,29802165240.61,47942695612.35,27750906218.35,27478944890.28,7287155496.279999,7284.283191411558,4379.609138598072,7050.828926551201,4146.154873737715,4721.844712825266,1817.1706600117789,7186.00574159726,4281.331688783773,6887.033176860704,3982.3591240472174,3904.425923893639,999.7518710801522,7191.841197979078,4287.167145165592,6896.7589374970685,3992.0848846835825,3952.962100783689,1048.2880479702023,8862.527443788245
Bulgaria,2021,71060100000.0,6916548.0,59973963701.0,40487066132.0,58090631201.0,38603733632.0,39302147451.0,19815249882.0,59282417076.979996,39795519507.979996,56938053494.3,37451155925.3,33550235848.04,14063338279.04,59391602376.979996,39904704807.979996,57120028994.3,37633131425.3,34458380248.04,14971482679.04,8671.083277525147,5853.652158851496,8398.789569739125,5581.358451065474,5682.335675397611,2864.904556723961,8571.098917694202,5753.667799020552,8232.148970020884,5414.717851347234,4850.719730137057,2033.2886114634064,8586.885015036401,5769.453896362751,8258.459132257884,5441.028013584233,4982.0199683483725,2164.588849674722,10273.92566349572
Cyprus,1990,,572655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1991,,587141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1992,,603069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1993,,619231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1994,,632944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1995,7596000000.0,645399.0,5531790172.0,4853210500.0,5241972952.0,4563393280.0,2350701162.0,1672121490.0,,,,,,,,,,,,,8571.11673863765,7519.705639457142,8122.065500566317,7070.654401385809,3642.2448159975456,2590.8337168170387,,,,,,,,,,,,,11769.46354115826
Cyprus,1996,7890100000.0,656333.0,5812929503.0,5116164926.0,5508441263.0,4811676686.0,2470808583.0,1774044006.0,,,,,,,,,,,,,8856.67717911487,7795.074948235118,8392.753774379773,7331.151543500022,3764.5655223796457,2702.9632914998942,,,,,,,,,,,,,12021.489091665359
Cyprus,1997,8414200000.000001,666313.0,6339375560.000001,5625026127.000001,6031098920.000001,5316749487.000001,2955672440.000001,2241323007.000001,,,,,,,,,,,,,9514.11057566039,8442.017680879708,9051.450174317477,7979.357279536795,4435.86188472985,3363.7689899491693,,,,,,,,,,,,,12627.99915355096
Cyprus,1998,9152600000.0,675215.0,7054328481.0,6313724376.0,6732619821.0,5992015716.0,3523192951.0,2782588846.0,,,,,,,,,,,,,10447.529277341291,9350.687375132366,9971.075614433921,8874.233712224996,5217.883120191346,4121.041217982421,,,,,,,,,,,,,13555.08986026673
Cyprus,1999,9839800000.0,682862.0,7734937218.0,6978660394.0,7402194318.0,6645917494.0,4082687768.0,3326410944.0,,,,,,,,,,,,,11327.233347294183,10219.72286347754,10839.956415791185,9732.445931974542,5978.78893246366,4871.278448647018,,,,,,,,,,,,,14409.646458581676
Cyprus,2000,10804600000.0,690497.0,8761492616.0,8020102832.0,8414919536.0,7673529752.0,4957440476.0,4216050692.0,,,,,,,,,,,,,12688.675861010257,11614.971291692795,12186.757561582453,11113.052992264991,7179.525003005082,6105.820433687619,,,,,,,,,,,,,15647.569793931038
Cyprus,2001,11602900000.0,697549.0,9631426477.0,8919060077.0,9287972737.0,8575606337.0,5861612807.0,5149246407.0,,,,,,,,,,,,,13807.526750092109,12786.284658138711,13315.154543981856,12293.91245202846,8403.155630643869,7381.913538690472,,,,,,,,,,,,,16633.813538547114
Cyprus,2002,12082900000.0,705539.0,10163512137.0,9451420522.0,9811625637.0,9099534022.0,6301138887.000001,5589047272.000001,,,,,,,,,,,,,14405.31584646632,13396.02845767562,13906.567371895813,12897.279983105116,8930.957589871008,7921.67020108031,,,,,,,,,,,,,17125.771927561764
Cyprus,2003,12871300000.0,713720.0,10975172055.0,10249910477.0,10607395695.0,9882134117.0,6938388675.0,6213127097.0,,,,,,,,,,,,,15377.419793476432,14361.248776831251,14862.12477582245,13845.953759177268,9721.443528274393,8705.27251162921,,,,,,,,,,,,,18034.10300958359
Cyprus,2004,13937900000.0,722893.0,12393957360.0,11722347651.0,12017628960.0,11346019251.0,8263305160.0,7591695451.0,,,,,,,,,,,,,17144.94034386832,16215.882089050523,16624.35375636505,15695.295501547254,11430.882800082447,10501.824545264652,,,,,,,,,,,,,19280.723426565204
Cyprus,2005,15039300000.0,733067.0,13716235336.0,13073038623.0,13334399896.0,12691203183.0,9525136816.0,8881940103.0,,,,,,,,,,,,,18710.752681542068,17833.347597150056,18189.878818716435,17312.47373432442,12993.541949098786,12116.136864706774,,,,,,,,,,,,,20515.587251915582
Cyprus,2006,16263800000.0,744013.0,15000608812.0,14415655559.0,14608017172.0,14023063919.0,10691448192.0,10106494939.0,,,,,,,,,,,,,20161.7563295265,19375.542576541,19634.088614043034,18847.874861057535,14369.974976243695,13583.761223258196,,,,,,,,,,,,,21859.564281806903
Cyprus,2007,17591100000.0,757916.0,16334686300.0,15774609037.0,15926689060.0,15366611797.0,11856430880.0,11296353617.0,,,,,,,,,,,,,21552.10643395838,20813.1363330501,21013.79184500657,20274.82174409829,15643.462969511133,14904.492868602852,,,,,,,,,,,,,23209.82800204772
Cyprus,2008,19009600000.0,776333.0,17830544049.0,17338452737.0,17416386669.0,16924295357.0,13284673759.0,12792582447.0,17778957513.93,17286866201.93,17330409110.55,16838317798.55,12855604800.64,12363513488.64,17582699913.93,17090608601.93,17003313110.55,16511221798.55,11223240000.64,10731148688.64,22967.649254894484,22333.782973285946,22434.17021948056,21800.30393787202,17112.08174713686,16478.215465528323,22901.20027607998,22267.333994471446,22323.421921456385,21689.555639847847,16559.395002711466,15925.528721102928,22648.399480545075,22014.53319893654,21902.08726223154,21268.220980623006,14456.734417627486,13822.86813601895,24486.39952185467
Cyprus,2009,18675500000.0,796930.0,17573934445.0,17131007491.0,17170907065.0,16727980111.0,13150229155.0,12707302201.0,17520672138.28,17077745184.28,17082136553.8,16639209599.8,12707222032.44,12264295078.44,17504215908.28,17061288954.28,17054709503.8,16611782549.8,12570347992.44,12127421038.44,22052.042770381337,21496.251227836823,21546.317825906917,20990.526283362404,16501.109451269247,15945.317908724732,21985.208410123847,21429.416867579337,21434.92722547777,20879.135682933254,15945.217311984743,15389.425769440228,21964.5588800522,21408.76733750769,21400.51134202502,20844.719799480506,15773.46566503959,15217.674122495075,23434.304142145484
