countries,Year,External costs (Territorial & Low GHG with VOLY) scenario [Euro],External costs (Territorial & Low GHG with VSL) scenario [Euro],External costs (Territorial & Central GHG with VOLY) scenario [Euro],External costs (Territorial & Central GHG with VSL) scenario [Euro],External costs (Territorial & High GHG with VOLY) scenario [Euro],External costs (Territorial & High GHG with VSL) scenario [Euro],External costs (Residential & Low GHG with VOLY) scenario [Euro],External costs (Residential & Low GHG with VSL) scenario [Euro],External costs (Residential & Central GHG with VOLY) scenario [Euro],External costs (Residential & Central GHG with VSL) scenario [Euro],External costs (Residential & High GHG with VOLY) scenario [Euro],External costs (Residential & High GHG with VSL) scenario [Euro],External costs (Footprint & Low GHG with VOLY) scenario [Euro],External costs (Footprint & Low GHG with VSL) scenario [Euro],External costs (Footprint & Central GHG with VOLY) scenario [Euro],External costs (Footprint & Central GHG with VSL) scenario [Euro],External costs (Footprint & High GHG with VOLY) scenario [Euro],External costs (Footprint & High GHG with VSL) scenario [Euro]
Croatia,2015,6790960644.0,19555458021.0,7585291944.0,20349789321.0,15509692294.0,28274189671.0,7174328342.28,19938825719.28,8224238107.799999,20988735484.8,18698337911.44,31462835288.44,7404952442.28,20169449819.28,8608611607.8,21373108984.8,20616544711.44,33381042088.44
Croatia,2016,6812963201.0,19605663044.0,7616232101.0,20408931944.0,15629795651.0,28422495494.0,7197629564.9,19990329407.9,8257342707.5,21050042550.5,18829242868.2,31621942711.2,7479781364.9,20272481207.9,8727595707.5,21520295550.5,21176029268.2,33968729111.2
Croatia,2017,6655168515.0,18750390513.0,7529338455.0,19624560453.0,16250224285.0,28345446283.0,6989994429.15,19085216427.15,8087381645.25,20182603643.25,19035125539.2,31130347537.2,7189276029.15,19284498027.15,8419517645.25,20514739643.25,20692642339.2,32787864337.2
Croatia,2018,6510098776.0,18531634390.0,7312179496.0,19333715110.0,15313889536.0,27335425150.0,6874803127.48,18896338741.48,7920020081.8,19941555695.8,18347303507.04,30368839121.04,7285651327.48,19307186941.48,8604767081.8,20626302695.8,21764517107.04,33786052721.04
Croatia,2019,5951703209.0,16818953951.0,6752372309.0,17619623051.0,14739999759.0,25607250501.0,6329639260.22,17196890002.22,7382265727.700001,18249516469.7,17883467867.56,28750718609.56,6684253660.22,17551504402.22,7973289727.700001,18840540469.7,20832959067.56,31700209809.56
Croatia,2020,6486465613.0,18886080082.0,7252546873.0,19652161342.0,14895119443.0,27294733912.0,6854316553.03,19253931022.03,7865631773.049999,20265246242.05,17954705039.44,30354319508.44,7212484153.03,19612098622.03,8462577773.049999,20862192242.05,20933749839.44,33333364308.44
Croatia,2021,6305898597.0,18192598118.0,7088948697.0,18975648218.0,14900805647.0,26787505168.0,6685382682.33,18572082203.33,7721422172.55,19608121693.55,18057149467.84,29943848988.84,7035694182.33,18922393703.33,8305274672.55,20191974193.55,20970851467.84,32857550988.84
Hungary,1990,70314017372.0,154691887545.0,74162203952.0,158540074125.0,112552446262.0,196930316435.0,,,,,,,,,,,,
Hungary,1991,65236463687.0,146533899224.0,68855113967.0,150152549504.0,104955458427.0,186252893964.0,,,,,,,,,,,,
Hungary,1992,46515919472.0,119188208042.0,49698048212.0,122370336782.0,81443570642.0,154115859212.0,,,,,,,,,,,,
Hungary,1993,44936876597.0,116902446751.0,48049029977.0,120014600131.0,79096464887.0,151062035041.0,,,,,,,,,,,,
Hungary,1994,40795898286.0,107314996156.0,43834107726.0,110353205596.0,74143863806.0,140662961676.0,,,,,,,,,,,,
Hungary,1995,38527577838.0,103763869071.0,41521637298.0,106757928531.0,71390944768.0,136627236001.0,39095039483.729996,104331330716.73,42467406707.55,107703697940.55,76110784488.04,141347075721.03998,40023760283.729996,105260051516.73,44015274707.55,109251565940.55,83835382888.04,149071674121.03998
Hungary,1996,37789971137.0,102660331044.0,41028908657.0,105899268564.0,73341166297.0,138211526204.0,38127288083.119995,102997647990.12,41591103567.2,106461463474.2,76146786610.76,141017146517.76,38587912583.119995,103458272490.12,42358811067.2,107229170974.2,79978012610.76,144848372517.76
Hungary,1997,37307944861.0,102592851429.0,40464582961.0,105749489529.0,71955805911.0,137240712479.0,37676256545.229996,102961163113.23,41078435768.05,106363342336.05,75019223729.04,140304130297.03998,38193228245.229996,103478134813.23,41940055268.05,107224961836.05,79319115329.04,144604021897.03998
Hungary,1998,35553156450.0,97634371453.0,38642978010.0,100724193013.0,69467626430.0,131548841433.0,35993094787.229996,98074309790.23,39376208572.05,101457423575.05,73126796092.04,135208011095.04,36615963187.229996,98697178190.23,40414322572.05,102495537575.05,78307479292.04,140388694295.03998
Hungary,1999,33471799772.0,95036522626.0,36674051132.0,98238773986.0,68620320652.0,130185043506.0,33775225192.13,95339948046.13,37179760165.55,98744483019.55,71144049543.24,132708772397.24,34420571992.13,95985294846.13,38255338165.55,99820061019.55,76511695943.24,138076418797.24
Hungary,2000,29780414399.0,84200712368.0,32900129459.0,87320427428.0,64023001129.0,118443299098.0,30021893806.61,84442191775.61,33302595138.35,87722893107.35,66031496519.28,120451794488.28,30950620906.61,85370918875.61,34850473638.35,89270771607.35,73756147319.28,128176445288.28
Hungary,2001,28395022144.0,79777116071.0,31520542864.0,82902636791.0,62701332904.0,114083426831.0,28736837648.59,80118931575.59,32090235371.65,83472329298.65,65544369799.32001,116926463726.32,29788181648.59,81170275575.59,33842475371.65,85224569298.65,74288881799.32,125670975726.32
Hungary,2002,24450058078.0,66913675685.0,27533483038.0,69997100645.0,58294317758.0,100757935365.0,24750914144.56,67214531751.56,28034909815.6,70498527422.6,60796676152.880005,103260293759.88,25761049844.56,68224667451.56,29718469315.6,72182086922.6,69198439752.88,111662057359.88
Hungary,2003,25243868848.0,69522213448.0,28349065348.0,72627409948.0,59327097098.0,103605441698.0,25691873191.78,69970217791.78,29095739254.3,73374083854.3,63053355449.44,107331700049.44,26928052891.78,71206397491.78,31156038754.300003,75434383354.3,73335231049.44,117613575649.44
Hungary,2004,22419766573.0,60974148371.0,25516209853.0,64070591651.0,56406917813.0,94961299611.0,22848025039.09,61402406837.09,26229973963.15,64784355761.15,59968940610.32001,98523322408.32,24071970139.09,62626351937.09,28269882463.15,66824264261.15,70149055410.32,108703437208.32
Hungary,2005,18788259686.0,50370892871.0,21768447386.0,53351080571.0,51499367536.0,83082000721.0,19429638633.86,51012271818.86,22837412299.1,54420045484.1,56834011483.28,88416644668.28,20558875833.86,52141509018.86,24719474299.1,56302107484.1,66226397083.28,97809030268.28
Hungary,2006,18155704226.0,48166507277.0,21163476266.0,51174279317.0,51169583046.0,81180386097.0,18702246511.31,48713049562.31,22074380074.85,52085183125.85,55715426815.880005,85726229866.88,19907650711.31,49918453762.31,24083387074.85,54094190125.85,65741328415.880005,95752131466.88
Hungary,2007,17750767434.0,47114606622.0,20674889754.0,50038728942.0,49846490994.0,79210330182.0,18371598787.59,47735437975.59,21709608676.65,51073447864.65,55010231141.32001,84374070329.32,19858594087.59,49222433275.59,24187934176.65,53551773364.65,67378255541.32001,96742094729.32
Hungary,2008,17079752507.0,45369951048.0,19847053967.0,48137252508.0,47454180437.00001,75744378978.0,17799765795.05,46089964336.05,21047076113.75,49337274654.75,53442862388.399994,81733060929.4,19448261595.05,47738460136.05,23794569113.75,52084767654.75,67154160788.399994,95444359329.4
Hungary,2009,17628881689.0,48094072206.0,20203849189.0,50669039706.0,45892215439.0,76357405956.0,18255914546.5,48721105063.5,21248903951.5,51714094468.5,51107536349.0,81572726866.0,19377232646.5,49842423163.5,23117767451.5,53582957968.5,60434055149.0,90899245666.0
Hungary,2010,17832593627.0,48376515837.0,20424069647.0,50967991857.0,46277128037.0,76821050247.0,18472114829.6,49016037039.6,21489938318.0,52033860528.0,51596320261.8,82140242471.8,19736424029.6,50280346239.6,23597120318.0,54141042528.0,62112161861.8,92656084071.8
Hungary,2011,18355062781.0,50173195498.0,20904010021.0,52722142738.0,46332793201.0,78150925918.0,19002402492.13,50820535209.13,21982909539.55,53801042256.55,51717015560.240005,83535148277.24,20199541092.13,52017673809.13,23978140539.550003,55796273256.55,61674168360.240005,93492301077.24
Hungary,2012,17968235222.0,49475192134.0,20353525682.0,51860482594.0,44149637652.0,75656594564.0,18536462762.510002,50043419674.51,21300571582.85,52807528494.85,48875847671.48,80382804583.48001,19478022962.510002,50984979874.51,22869838582.850002,54376795494.850006,56707237271.48,88214194183.48001
Hungary,2013,17836330258.0,49459393992.0,20129040958.0,51752104692.0,43001559608.0,74624623342.0,18396331538.23,50019395272.229996,21062376425.05,52685440159.05,47659348034.04,79282411768.04001,19465662038.23,51088725772.23,22844593925.050003,54467657659.05,56553462034.04,88176525768.04001
Hungary,2014,16694135746.0,45742019848.0,18957544726.0,48005428828.0,41537743836.0,70585627938.0,17347671106.45,46395555208.45,20046770326.75,49094654428.75,46973498262.6,76021382364.6,18235448206.45,47283332308.45,21526398826.75,50574282928.75,54357549062.600006,83405433164.6
Hungary,2015,17184824294.0,46897798796.0,19558387094.0,49271361596.0,43237501694.0,72950476196.0,17895684039.89,47608658541.89,20743153337.15,50456127839.15,49150049421.72,78863023923.72,18686737239.89,48399711741.89,22061575337.15,51774549839.15,55729603021.72,85442577523.72
Hungary,2016,16883962740.0,45662696194.0,19325621400.0,48104354854.0,43684073270.0,72462806724.0,17498860668.54,46277594122.54,20350451280.9,49129184734.9,48798462389.92,77577195843.92,18342714168.54,47121447622.54,21756873780.9,50535607234.9,55817180389.92,84595913843.92
Hungary,2017,16751543383.0,44943997230.0,19259264263.0,47451718110.0,44276765423.0,72469219270.0,17428185478.99,45620639325.99,20387001089.65,48579454936.65,49904709205.520004,78097163052.52,18435530278.99,46627984125.99,22065909089.65,50258362936.65,58283259605.520004,86475713452.52
Hungary,2018,15680093514.0,41735300456.0,18209419194.0,44264626136.0,43442453954.0,69497660896.0,16331566978.32,42386773920.32,19295208301.2,45350415243.2,48861058641.36,74916265583.36,17426519578.32,43481726520.32,21120129301.2,47175336243.2,57968283441.36,84023490383.36
Hungary,2019,15051927755.0,39779907990.0,17546044415.0,42274024650.0,42427827285.0,67155807520.0,15686671148.48,40414651383.479996,18603950070.8,43331930305.8,47707280272.03999,72435260507.04,16693007948.48,41420988183.479996,20281178070.8,45009158305.8,56077446672.03999,80805426907.04
Hungary,2020,14329092747.0,37897169355.0,16675035087.0,40243111695.0,40078602717.0,63646679325.0,14959621189.74,38527697797.74,17725915824.9,41293992432.9,45322998018.52,68891074626.51999,15800375089.74,39368451697.74,19127172324.899998,42695248932.899994,52315935218.52,75884011826.51999
Hungary,2021,14484034701.0,38107332018.0,16878894021.0,40502191338.0,40770466761.0,64393764078.0,15170459656.23,38793756973.229996,18022935613.05,41646232930.05,46479779087.03999,70103076404.04,16246839856.23,39870137173.229996,19816902613.05,43440199930.05,55432528687.03999,79055826004.04
Ireland,1990,17881772362.0,33567175179.0,20471168122.0,36156570939.0,46303473442.0,61988876259.0,,,,,,,,,,,,
Ireland,1991,17443634807.0,33200042550.0,20063063507.0,35819471250.0,46194983157.0,61951390900.0,,,,,,,,,,,,
Ireland,1992,17359353157.0,32514917755.0,19969990417.0,35125555015.0,46014204987.0,61169769585.0,,,,,,,,,,,,
Ireland,1993,16380553401.0,30901216176.0,19020618801.0,33541281576.0,45358414101.0,59879076876.0,,,,,,,,,,,,
Ireland,1994,16296723464.0,31494238916.0,18998683004.0,34196198456.0,45953946034.0,61151461486.0,,,,,,,,,,,,
Ireland,1995,15526982765.0,29912803122.0,18331861625.0,32717681982.0,46313867395.00001,60699687752.00001,,,,,,,,,,,,
Ireland,1996,14862579897.0,28743308657.0,17743819377.0,31624548137.0,46487613237.0,60368341997.0,,,,,,,,,,,,
Ireland,1997,15512239937.0,30223429971.0,18431472617.0,33142662651.0,47554293877.0,62265483911.0,,,,,,,,,,,,
Ireland,1998,15200883644.0,30770002162.0,18221730704.0,33790849222.0,48358276374.0,63927394892.0,,,,,,,,,,,,
Ireland,1999,13911018926.0,28380295978.0,16987411406.0,31456688458.0,47678088766.0,62147365818.0,,,,,,,,,,,,
Ireland,2000,13023993274.0,26639903093.0,16259590114.0,29875499933.0,48538520494.0,62154430313.0,,,,,,,,,,,,
Ireland,2001,12954504544.0,26472196468.0,16324261144.0,29841953068.0,49941594844.0,63459286768.0,,,,,,,,,,,,
Ireland,2002,11740289866.0,23259405888.0,15027852046.0,26546968068.0,47825198556.0,59344314578.0,,,,,,,,,,,,
Ireland,2003,11156578307.0,21450981587.0,14484757007.0,24779160287.0,47687301657.0,57981704937.0,,,,,,,,,,,,
Ireland,2004,10783715166.0,20634663333.0,14016095226.0,23867043393.0,46262934396.0,56113882563.0,,,,,,,,,,,,
Ireland,2005,10834212617.0,20742589083.0,14161557197.0,24069933663.0,47355780507.0,57264156973.0,,,,,,,,,,,,
Ireland,2006,10430298766.0,19646050697.0,13732941046.0,22948692977.0,46680729506.0,55896481437.0,,,,,,,,,,,,
Ireland,2007,10038562441.0,18786641797.0,13248802621.0,21996881977.0,45274770131.0,54022849487.0,,,,,,,,,,,,
Ireland,2008,9544361087.0,17495415404.0,12712906187.0,20663960504.0,44322915637.0,52273969954.0,9211238842.79,17162293159.79,12157702446.65,20108756763.65,41552184589.92,49503238906.92,10337767042.79,18288821359.79,14035249446.65,21986303763.65,50922038189.92,58873092506.92
Ireland,2009,8450924630.0,15201568833.0,11352495470.0,18103139673.0,40299118850.0,47049763053.0,8080999800.530001,14831644003.53,10735954087.55,17486598290.55,37222283760.44,43972927963.44,8751496200.529999,15502140403.529999,11853448087.55,18604092290.55,42799110960.44,49549755163.44
Ireland,2010,8182838942.0,14388792192.0,11126532842.0,17332486092.0,40493383892.0,46699337142.0,8220632869.43,14426586119.43,11189522721.05,17395475971.05,40807733383.64,47013686633.64,8740962469.43,14946915719.43,12056738721.05,18262691971.05,45135554183.64,51341507433.64
Ireland,2011,7537530297.0,13173412814.0,10268750397.0,15904632914.0,37515922347.0,43151804864.0,7685498823.51,13321381340.51,10515364607.849998,16151247124.849998,38746644694.479996,44382527211.479996,8303591823.509999,13939474340.509998,11545519607.849998,17181402124.85,43887608694.479996,49523491211.479996
Ireland,2012,7564084022.0,13241575121.0,10311981902.0,15989473001.0,37725534562.0,43403025661.0,7773240710.72,13450731809.720001,10660576383.2,16338067482.2,39465187020.56,45142678119.56,8310252710.72,13987743809.720001,11555596383.2,17233087482.2,43931763020.56,49609254119.56
Ireland,2013,7656169356.0,13393919286.0,10428222696.0,16165972626.0,38082754826.00001,43820504756.00001,7840373170.41,13578123100.41,10735229053.349998,16472978983.349998,39614862742.67999,45352612672.67999,8421396970.41,14159146900.41,11703602053.349998,17441351983.35,44447505142.67999,50185255072.67999
Ireland,2014,7382631363.0,12721076086.0,10114633923.0,15453078646.0,37369611843.0,42708056566.0,7617760274.85,12956204997.85,10506515442.75,15844960165.75,39325287236.8,44663731959.8,8266137374.85,13604582097.85,11587143942.75,16925588665.75,44718138036.8,50056582759.8
Ireland,2015,7621372794.0,13031945832.0,10476677274.0,15887250312.0,38961738634.0,44372311672.0,7851249758.1,13261822796.1,10859805547.5,16270378585.5,40873731160.8,46284304198.8,8334762158.1,13745335196.1,11665659547.5,17076232585.5,44895326360.8,50305899398.8
Ireland,2016,7704788394.0,13146682111.0,10604544834.0,16046438551.0,39533067414.0,44974961131.0,8179369396.77,13621263113.77,11395513171.95,16837406888.95,43480376071.96001,48922269788.96001,8722517596.77,14164411313.77,12300760171.95,17742653888.95,47997989671.96001,53439883388.96001
Ireland,2017,7763706921.0,13131424416.0,10739969301.0,16107686796.0,40431729711.0,45799447206.0,8257115018.28,13624832513.279999,11562316129.8,16930033624.8,44535631980.44,49903349475.44,8932657718.279999,14300375213.279999,12688220629.800001,18055938124.800003,50154431580.44,55522149075.44
Ireland,2018,7708691832.0,13135253632.0,10648611612.0,16075173412.0,39977811322.0,45404373122.0,8351518912.98,13778080712.98,11719990080.3,17146551880.3,45324500059.03999,50751061859.03999,9079672912.98,14506234712.98,12933580080.3,18360141880.3,51380892059.03999,56807453859.03999
Ireland,2019,7333813026.0,12320931451.0,10182341646.0,15169460071.0,38599805736.0,43586924161.0,7978683666.96,12965802091.96,11257126047.6,16244244472.6,43963491702.08,48950610127.08,8779690866.96,13766809291.96,12592138047.6,17579256472.6,50625837302.08,55612955727.08
Ireland,2020,7085689708.0,11882280893.0,9861837208.0,14658428393.0,37557213457.99999,42353804642.99999,7000218667.030001,11796809852.03,9719385473.05,14515976658.05,36846311466.44,41642902651.44,7548129667.03,12344720852.029999,10632570473.05,15429161658.05,41403539466.44,46200130651.44
Ireland,2021,7407227275.0,12347330048.0,10324048315.0,15264151088.0,39422810595.0,44362913368.0,7294021519.12,12234124292.119999,10135372055.2,15075474828.2,38481226212.759995,43421328985.759995,7858709419.12,12798812192.119999,11076518555.2,16016621328.2,43177995412.759995,48118098185.759995
Italy,1990,383569552362.0,920688062499.0,405325199982.0,942443710119.0,622363684572.0,1159482194709.0,,,,,,,,,,,,
Italy,1991,374907452406.0,976684270737.0,396065406006.0,997842224337.0,607141181206.0,1208917999537.0,,,,,,,,,,,,
Italy,1992,321105810183.0,852767785212.0,342317473383.0,873979448412.0,553929065783.0,1085591040812.0,,,,,,,,,,,,
Italy,1993,308943423688.0,823822227017.0,330407926888.0,845286730217.0,544541899288.0,1059420702617.0,,,,,,,,,,,,
Italy,1994,295965746509.0,795495915426.0,316639336789.0,816169505706.0,522883011249.0,1022413180166.0,,,,,,,,,,,,
Italy,1995,292128077031.0,786828077895.0,313620912591.0,808320913455.0,528037534011.0,1022737534875.0,,,,,,,,,,,,
Italy,1996,278623543408.0,749394748496.0,299831479948.0,770602685036.0,511405894478.0,982177099566.0,,,,,,,,,,,,
Italy,1997,267205841426.0,721116328460.0,289090867526.0,743001354560.0,507420056476.0,961330543510.0,,,,,,,,,,,,
Italy,1998,258477842183.0,698543103934.0,280990204223.0,721055465974.0,505577816003.0,945643077754.0,,,,,,,,,,,,
Italy,1999,245215620199.0,665554810155.0,267553358839.0,687892548795.0,490398894319.0,910738084275.0,,,,,,,,,,,,
Italy,2000,218307152086.0,605064361362.0,240920960086.0,627678169362.0,466520616086.0,853277825362.0,,,,,,,,,,,,
Italy,2001,205827477985.0,581672580831.0,228089155045.0,603934257891.0,450175885715.0,826020988561.0,,,,,,,,,,,,
Italy,2002,195311301108.0,583783172308.0,217639891308.0,606111762508.0,440394160208.0,828866031408.0,,,,,,,,,,,,
Italy,2003,180413876098.0,525556317486.0,203896499458.0,549038940846.0,438163622978.0,783306064366.0,,,,,,,,,,,,
Italy,2004,175319038642.0,506598568995.0,198773229262.0,530052759615.0,432756702352.0,764036232705.0,,,,,,,,,,,,
Italy,2005,176347654707.0,508645784982.0,199810534287.0,532108664562.0,433880690097.0,766178820372.0,,,,,,,,,,,,
Italy,2006,170695584100.0,490357719320.0,193698463300.0,513360598520.0,423179567700.0,742841702920.0,,,,,,,,,,,,
Italy,2007,184679675889.0,537709704309.0,208426023549.0,561456051969.0,445324110919.0,798354139339.0,,,,,,,,,,,,
