countries,Year,GHG [t],GDP [MIO_EURO],Population,As [t],Pb [t],NOx [t],SOx [t],NH3 [t],PM2.5 [t],PM10 [t],NMVOC [t],Cd [t],Hg [t],Cr [t],Ni [t]
Norway,2014,36040260.0,378456.4,5109056.0,1.0,6.0,187719.0,17000.0,31329.0,25928.0,35761.0,168150.0,0.0,0.0,5.0,0.0
Poland,2014,348084170.0,406412.5,38017856.0,16.0,309.0,729425.0,654037.0,289594.0,300588.0,401647.0,710663.0,10.0,9.0,43.0,77.0
Portugal,2014,59065260.0,173053.7,10427301.0,2.0,26.0,167459.0,43146.0,56730.0,47101.0,58160.0,141785.0,2.0,1.0,7.0,22.0
Romania,2014,67009770.0,150522.4,19947311.0,4.0,43.0,221755.0,181047.0,165482.0,113635.0,150723.0,241850.0,3.0,2.0,13.0,12.0
Sweden,2014,5804530.0,438833.9,9644864.0,1.0,9.0,150788.0,19702.0,53684.0,20201.0,38447.0,155814.0,1.0,0.0,5.0,7.0
Slovenia,2014,17435150.0,37634.3,2061085.0,1.0,6.0,38772.0,7830.0,18638.0,12087.0,13678.0,32163.0,1.0,0.0,2.0,2.0
Slovakia,2014,34957290.0,76354.5,5415949.0,1.0,8.0,66193.0,44427.0,28797.0,16005.0,22411.0,90807.0,1.0,0.0,3.0,1.0
Belgium,2015,118134150.0,416701.4,11237274.0,1.0,36.0,200733.0,41034.0,71773.0,22008.0,31017.0,118887.0,2.0,1.0,9.0,5.0
Bulgaria,2015,52804670.0,45797.8,7202198.0,2.0,12.0,116994.0,135141.0,41031.0,34150.0,51272.0,96217.0,1.0,0.0,4.0,5.0
Cyprus,2015,8115410.000000001,17944.2,847008.0,0.0,1.0,13744.0,12846.0,4968.0,910.0,1565.0,7022.0,0.0,0.0,0.0,5.0
Czechia,2015,122348180.0,169558.2,10538275.0,2.0,22.0,206411.0,129375.0,78529.0,30825.0,44475.0,214775.0,1.0,2.0,10.0,5.0
Germany,2015,885486290.0,3026180.0,81197537.0,7.0,163.0,1368451.0,334491.0,643722.0,102847.0,215822.0,1146519.0,12.0,9.0,76.0,135.0
Denmark,2015,50507340.0,273017.6,5659715.0,0.0,15.0,109051.0,9665.0,79388.0,16855.0,26901.0,114788.0,1.0,0.0,2.0,3.0
Estonia,2015,17188670.0,20631.4,1314870.0,1.0,6.0,30631.0,36173.0,10940.0,6652.0,14569.0,21562.0,1.0,0.0,3.0,3.0
Greece,2015,91712020.0,176368.9,10858018.0,3.0,15.0,263015.0,101664.0,64074.0,41898.0,67851.0,168744.0,2.0,1.0,17.0,40.0
Spain,2015,289064890.0,1078092.0,46449565.0,6.0,98.0,812261.0,260446.0,470503.0,153194.0,237757.0,550288.0,8.0,5.0,25.0,45.0
European Union - 27 countries (from 2020),2015,3489991790.0,12215765.1,443666812.0,71.0,1162.0,7278317.0,2423842.0,3564868.0,1479549.0,2213339.0,6822677.0,60.0,49.0,345.0,486.0
Finland,2015,38364620.0,211385.0,5471753.0,2.0,15.0,139294.0,40829.0,36197.0,17406.0,31087.0,90587.0,1.0,1.0,17.0,16.0
France,2015,417482930.0,2198432.0,66458153.0,6.0,92.0,1035204.0,149836.0,602863.0,219647.0,301111.0,1211014.0,3.0,4.0,34.0,40.0
Croatia,2015,18912650.0,45360.7,4225316.0,0.0,8.0,54363.0,15615.0,31041.0,31974.0,40445.0,70079.0,1.0,0.0,2.0,4.0
Hungary,2015,56513400.0,112791.0,9855571.0,2.0,13.0,128341.0,23779.0,76275.0,50979.0,71632.0,126259.0,2.0,1.0,13.0,3.0
Ireland,2015,67983440.0,263506.8,4677627.0,2.0,9.0,113379.0,15903.0,120000.0,14437.0,30589.0,111759.0,0.0,0.0,4.0,6.0
Iceland,2015,14278810.0,15795.3,329100.0,0.0,0.0,22054.0,58345.0,4633.0,1433.0,2237.0,6077.0,0.0,0.0,0.0,2.0
Italy,2015,401771670.0,1655355.0,60795612.0,9.0,231.0,728339.0,127509.0,357400.0,169137.0,247820.0,899397.0,4.0,7.0,48.0,33.0
Lithuania,2015,12236630.0,37345.7,2921262.0,0.0,4.0,57477.0,15319.0,39749.0,9195.0,30113.0,50196.0,0.0,0.0,2.0,4.0
Latvia,2015,10920710.0,24572.1,1986096.0,0.0,4.0,37760.0,3585.0,16082.0,16465.0,27229.0,35764.0,1.0,0.0,1.0,0.0
Malta,2015,2125350.0,9996.7,439691.0,0.0,1.0,5776.0,2279.0,1381.0,422.0,1146.0,3168.0,0.0,0.0,0.0,2.0
Netherlands,2015,199875960.0,690008.0,16900726.0,1.0,9.0,282329.0,31036.0,128739.0,18076.0,31802.0,252525.0,3.0,1.0,4.0,2.0
Norway,2015,41308210.0,349756.7,5165802.0,1.0,6.0,179745.0,16638.0,31311.0,25885.0,35615.0,163927.0,1.0,0.0,4.0,0.0
Poland,2015,354798060.0,429834.6,38005614.0,17.0,302.0,721097.0,638533.0,289392.0,297241.0,394534.0,733521.0,11.0,9.0,44.0,84.0
Portugal,2015,64540400.00000001,179713.2,10374822.0,2.0,26.0,169771.0,45337.0,57668.0,46953.0,57590.0,141840.0,2.0,1.0,8.0,23.0
Romania,2015,66802030.0,160287.8,19870647.0,5.0,46.0,220706.0,148895.0,169522.0,108578.0,145023.0,239188.0,3.0,2.0,14.0,11.0
Sweden,2015,7145300.0,455494.7,9747355.0,1.0,8.0,146879.0,16720.0,53751.0,18873.0,37326.0,157174.0,0.0,0.0,5.0,7.0
Slovenia,2015,17720910.0,38852.6,2062874.0,1.0,6.0,35146.0,5595.0,19097.0,12953.0,14530.0,32561.0,1.0,0.0,2.0,2.0
Slovakia,2015,35170090.0,80126.0,5421349.0,1.0,8.0,67859.0,66794.0,28413.0,20580.0,28533.0,104879.0,1.0,1.0,4.0,1.0
Belgium,2016,116651140.0,430085.3,11311117.0,1.0,33.0,188819.0,34062.0,71974.0,21747.0,31112.0,118523.0,3.0,1.0,9.0,5.0
Bulgaria,2016,48359400.0,48752.1,7153784.0,2.0,12.0,111052.0,94041.0,42587.0,31469.0,43544.0,93964.0,1.0,0.0,4.0,5.0
Cyprus,2016,8670940.0,19013.8,848319.0,0.0,1.0,13555.0,16077.0,5185.0,995.0,1726.0,8059.0,0.0,0.0,0.0,6.0
Czechia,2016,124770720.0,177438.5,10553843.0,1.0,18.0,197182.0,115139.0,79229.0,29687.0,42941.0,211596.0,1.0,2.0,10.0,5.0
Germany,2016,884832400.0,3134740.0,82175684.0,7.0,160.0,1334344.0,310121.0,637184.0,97069.0,201044.0,1139359.0,12.0,9.0,77.0,145.0
Denmark,2016,53637890.0,283109.7,5707251.0,0.0,15.0,109287.0,10054.0,79529.0,16750.0,26598.0,110531.0,1.0,0.0,2.0,3.0
Estonia,2016,19452750.0,21747.9,1315944.0,1.0,6.0,31147.0,35156.0,10423.0,5983.0,12814.0,21767.0,1.0,0.0,3.0,3.0
Greece,2016,88201860.0,174494.2,10783748.0,3.0,14.0,262273.0,80627.0,64001.0,38914.0,67305.0,160398.0,2.0,1.0,13.0,35.0
Spain,2016,276861910.0,1114420.0,46440099.0,5.0,93.0,761851.0,217089.0,470989.0,133814.0,214587.0,548844.0,7.0,5.0,24.0,47.0
European Union - 27 countries (from 2020),2016,3496207050.0,12548314.4,444802830.0,67.0,1116.0,7049767.0,2032545.0,3575646.0,1450574.0,2150210.0,6764624.0,61.0,47.0,340.0,481.0
Finland,2016,44474870.0,217518.0,5487308.0,3.0,16.0,134881.0,39809.0,34759.0,18044.0,32006.0,90565.0,1.0,1.0,18.0,16.0
France,2016,426178860.0,2234129.0,66638391.0,6.0,91.0,986354.0,130962.0,603107.0,223412.0,304972.0,1203678.0,3.0,4.0,34.0,35.0
Croatia,2016,19125450.0,47448.9,4190669.0,0.0,8.0,54387.0,14637.0,29143.0,31035.0,43639.0,71624.0,1.0,0.0,2.0,4.0
Hungary,2016,58134730.0,116255.7,9830485.0,2.0,13.0,120694.0,22992.0,77118.0,49497.0,69223.0,124434.0,2.0,1.0,11.0,3.0
Ireland,2016,69041820.0,269724.8,4726286.0,2.0,9.0,113502.0,15267.0,125294.0,14392.0,30904.0,113549.0,0.0,0.0,4.0,6.0
Iceland,2016,14192310.0,18804.2,332529.0,0.0,1.0,20097.0,49300.0,4671.0,1287.0,2535.0,6316.0,0.0,0.0,0.0,1.0
Italy,2016,399801310.0,1695786.8,60665551.0,8.0,204.0,715949.0,122675.0,369561.0,162498.0,226583.0,886950.0,4.0,6.0,46.0,32.0
Lithuania,2016,13120490.0,38889.9,2888558.0,0.0,4.0,57337.0,14964.0,39241.0,8565.0,23742.0,49402.0,0.0,0.0,2.0,4.0
Latvia,2016,9099700.0,25371.3,1968957.0,0.0,4.0,35971.0,3449.0,16106.0,16514.0,25853.0,34423.0,1.0,0.0,1.0,0.0
Malta,2016,1843160.0,10541.1,450415.0,0.0,1.0,5139.0,1896.0,1349.0,410.0,1359.0,3191.0,0.0,0.0,0.0,1.0
Netherlands,2016,200218620.0,708337.0,16979120.0,1.0,9.0,267169.0,28799.0,129974.0,17612.0,31359.0,248258.0,3.0,1.0,4.0,2.0
Norway,2016,40445660.0,335396.5,5213985.0,1.0,6.0,171206.0,15466.0,31371.0,25071.0,34839.0,161884.0,0.0,0.0,4.0,0.0
Poland,2016,358464020.0,424735.3,37967209.0,16.0,296.0,730051.0,518459.0,290641.0,307298.0,405964.0,743760.0,10.0,9.0,44.0,83.0
Portugal,2016,67537380.0,186489.8,10341330.0,2.0,25.0,162218.0,45295.0,58126.0,46412.0,58176.0,139052.0,2.0,1.0,7.0,22.0
Romania,2016,62748750.0,167494.3,19760585.0,4.0,45.0,211220.0,98076.0,165817.0,108750.0,142972.0,231889.0,3.0,2.0,14.0,10.0
Sweden,2016,8252000.000000001,466266.5,9851017.0,1.0,9.0,144013.0,17488.0,52484.0,19018.0,38020.0,150307.0,0.0,0.0,6.0,7.0
Slovenia,2016,18746760.0,40443.2,2064188.0,1.0,6.0,34586.0,4782.0,19333.0,12953.0,15423.0,32870.0,1.0,0.0,2.0,2.0
Slovakia,2016,35542120.0,81265.2,5426252.0,1.0,9.0,63791.0,26423.0,29073.0,20713.0,27208.0,104724.0,1.0,1.0,4.0,1.0
Belgium,2017,116263920.0,445050.1,11351727.0,1.0,31.0,177488.0,32500.0,70210.0,19988.0,29328.0,117556.0,1.0,1.0,7.0,4.0
Bulgaria,2017,50363150.0,52501.8,7101859.0,2.0,13.0,98331.0,93479.0,43163.0,30928.0,43423.0,93053.0,1.0,0.0,4.0,6.0
Cyprus,2017,8733160.0,20312.4,854802.0,0.0,1.0,13478.0,16282.0,5186.0,992.0,1790.0,8612.0,0.0,0.0,0.0,6.0
Czechia,2017,127184010.0,194132.9,10578820.0,2.0,18.0,193809.0,109971.0,77406.0,30026.0,43420.0,210142.0,1.0,2.0,9.0,5.0
Germany,2017,870877590.0,3267160.0,82521653.0,6.0,165.0,1278556.0,301581.0,619460.0,95870.0,203683.0,1143122.0,12.0,9.0,77.0,145.0
Denmark,2017,51261710.0,294808.2,5748769.0,0.0,15.0,107095.0,10304.0,81446.0,15593.0,26436.0,108668.0,1.0,0.0,2.0,3.0
Estonia,2017,21165770.0,23833.6,1315635.0,1.0,6.0,31641.0,38967.0,10338.0,6224.0,13534.0,22611.0,1.0,0.0,3.0,3.0
Greece,2017,91999740.0,176903.4,10768193.0,3.0,16.0,267761.0,90338.0,63569.0,39311.0,64957.0,154585.0,2.0,1.0,12.0,32.0
Spain,2017,289396860.0,1162492.0,46528024.0,6.0,90.0,754373.0,220353.0,487621.0,133599.0,212357.0,564878.0,7.0,5.0,24.0,52.0
European Union - 27 countries (from 2020),2017,3586270560.0,13075679.5,445534430.0,67.0,1141.0,6906041.0,1988380.0,3590050.0,1432509.0,2133254.0,6817914.0,60.0,47.0,341.0,474.0
Finland,2017,44060800.0,226301.0,5503297.0,2.0,16.0,130693.0,35021.0,34242.0,17460.0,30585.0,88604.0,1.0,1.0,17.0,15.0
France,2017,438358340.0,2297242.0,66809816.0,6.0,92.0,956296.0,126629.0,601743.0,212200.0,296154.0,1203383.0,3.0,3.0,33.0,28.0
Croatia,2017,20813570.0,50096.9,4154213.0,1.0,8.0,54879.0,12488.0,32183.0,29436.0,38095.0,68824.0,1.0,0.0,2.0,4.0
Hungary,2017,59707640.0,127024.7,9797561.0,2.0,13.0,121915.0,27586.0,77951.0,47233.0,64896.0,123837.0,2.0,1.0,14.0,3.0
Ireland,2017,70863390.0,298528.3,4784383.0,1.0,9.0,111133.0,14520.0,129635.0,13178.0,30812.0,116979.0,0.0,0.0,4.0,5.0
Iceland,2017,14236370.0,21917.7,338349.0,0.0,1.0,20435.0,47470.0,4663.0,1253.0,2411.0,6416.0,0.0,0.0,0.0,1.0
Italy,2017,414043410.0,1736592.8,60589445.0,8.0,210.0,674192.0,119276.0,363439.0,169954.0,236578.0,930831.0,4.0,7.0,46.0,32.0
Lithuania,2017,13829370.0,42276.3,2847904.0,0.0,4.0,55649.0,13373.0,39177.0,8614.0,23239.0,51770.0,0.0,0.0,2.0,3.0
Latvia,2017,7685570.0,26984.4,1950116.0,0.0,4.0,36307.0,3614.0,16421.0,18270.0,26863.0,35106.0,1.0,0.0,2.0,1.0
Malta,2017,2029440.0000000002,11936.6,460297.0,0.0,1.0,4574.0,787.0,1302.0,567.0,1407.0,3293.0,0.0,0.0,0.0,0.0
Netherlands,2017,196536790.0,738146.0,17081507.0,1.0,9.0,258197.0,27173.0,132006.0,17204.0,30869.0,248719.0,3.0,1.0,4.0,2.0
Norway,2017,40531890.0,356288.5,5258317.0,1.0,6.0,165865.0,15301.0,31144.0,25300.0,35372.0,159555.0,0.0,0.0,4.0,0.0
Poland,2017,372154700.0,465772.6,37972964.0,16.0,310.0,767737.0,505610.0,304301.0,299647.0,401692.0,745820.0,11.0,9.0,46.0,82.0
Portugal,2017,93017640.0,195947.2,10309573.0,2.0,25.0,165315.0,46260.0,58983.0,46516.0,57495.0,140039.0,2.0,1.0,7.0,21.0
Romania,2017,67825970.0,186399.0,19643949.0,4.0,45.0,220032.0,78385.0,163766.0,110140.0,142951.0,235267.0,3.0,2.0,14.0,12.0
Sweden,2017,13772650.0,480025.5,9995153.0,1.0,9.0,138584.0,16982.0,52697.0,19340.0,38716.0,142891.0,1.0,0.0,7.0,7.0
Slovenia,2017,18819900.0,43011.3,2065895.0,1.0,6.0,34090.0,5051.0,18944.0,12367.0,14806.0,32464.0,1.0,0.0,2.0,2.0
Slovakia,2017,36742070.0,84669.9,5435343.0,1.0,9.0,63309.0,28042.0,30568.0,21222.0,28017.0,103418.0,1.0,1.0,4.0,1.0
Belgium,2018,116976660.0,460050.8,11398589.0,1.0,19.0,170235.0,31920.0,69683.0,18841.0,28315.0,117480.0,1.0,1.0,7.0,4.0
Bulgaria,2018,45866390.0,56199.8,7050034.0,3.0,91.0,95051.0,78581.0,43198.0,30110.0,43494.0,88888.0,1.0,0.0,4.0,5.0
Cyprus,2018,8592760.0,21675.1,864236.0,0.0,1.0,13142.0,16946.0,5361.0,980.0,1829.0,7777.0,0.0,0.0,0.0,6.0
Czechia,2018,130891680.00000001,210970.5,10610055.0,1.0,19.0,186537.0,96594.0,74013.0,28687.0,42118.0,209590.0,1.0,2.0,10.0,5.0
Germany,2018,838514260.0,3365450.0,82792351.0,6.0,160.0,1191278.0,290263.0,591418.0,94945.0,209336.0,1095758.0,12.0,8.0,76.0,148.0
Denmark,2018,53009080.0,302328.7,5781190.0,0.0,16.0,101448.0,10612.0,80486.0,14295.0,25666.0,107826.0,1.0,0.0,2.0,3.0
Estonia,2018,22287350.0,25932.2,1319133.0,1.0,6.0,30525.0,30935.0,10063.0,5872.0,13528.0,22222.0,1.0,0.0,3.0,2.0
Greece,2018,87911890.0,179557.7,10741165.0,3.0,15.0,258843.0,86185.0,63221.0,37009.0,58770.0,149368.0,2.0,1.0,13.0,30.0
Spain,2018,282765690.0,1203859.0,46658447.0,5.0,95.0,741535.0,198942.0,483942.0,148796.0,229615.0,575252.0,7.0,4.0,25.0,51.0
European Union - 27 countries (from 2020),2018,3492981770.0,13534336.0,446208557.0,66.0,1207.0,6607471.0,1848757.0,3547872.0,1472982.0,2232196.0,6687017.0,60.0,46.0,342.0,462.0
Finland,2018,54204110.0,233462.0,5513130.0,2.0,15.0,127419.0,33124.0,33875.0,17425.0,30707.0,86630.0,1.0,1.0,15.0,14.0
France,2018,420714380.0,2363306.0,67026224.0,6.0,91.0,901723.0,120988.0,599184.0,199846.0,282162.0,1164859.0,3.0,3.0,33.0,23.0
Croatia,2018,19097160.0,52876.9,4105493.0,1.0,8.0,49666.0,9975.0,32679.0,28528.0,42443.0,69171.0,1.0,0.0,2.0,3.0
Hungary,2018,60222040.0,136055.4,9778371.0,2.0,13.0,121002.0,22918.0,76646.0,40906.0,59918.0,116878.0,1.0,1.0,14.0,3.0
Ireland,2018,69998090.0,327441.4,4830392.0,1.0,8.0,112322.0,13679.0,136370.0,13561.0,30686.0,117267.0,0.0,0.0,4.0,5.0
Iceland,2018,14280490.0,22238.3,348450.0,0.0,1.0,20793.0,52478.0,4549.0,1312.0,2259.0,6513.0,0.0,0.0,0.0,1.0
Italy,2018,388460250.0,1771391.2,60483973.0,7.0,211.0,677795.0,113452.0,350874.0,156156.0,261828.0,908036.0,4.0,7.0,46.0,32.0
Lithuania,2018,14468460.0,45515.2,2808901.0,0.0,4.0,56403.0,13430.0,38415.0,9252.0,30064.0,49667.0,0.0,0.0,2.0,3.0
Latvia,2018,10669830.0,29153.6,1934379.0,0.0,4.0,37195.0,3853.0,16119.0,18954.0,27693.0,40272.0,1.0,0.0,2.0,1.0
Malta,2018,2038209.9999999998,13044.0,475701.0,0.0,1.0,4412.0,207.0,1330.0,369.0,1343.0,3092.0,0.0,0.0,0.0,0.0
Netherlands,2018,191382060.0,773987.0,17181084.0,1.0,6.0,252937.0,25223.0,129872.0,16947.0,30579.0,242184.0,3.0,1.0,4.0,2.0
Norway,2018,39718700.0,372657.6,5295619.0,1.0,6.0,163417.0,16268.0,32426.0,24773.0,34881.0,156386.0,1.0,0.0,4.0,0.0
Poland,2018,372746170.0,499004.1,37976687.0,16.0,311.0,689321.0,480472.0,315071.0,373162.0,473606.0,755480.0,12.0,9.0,48.0,79.0
Portugal,2018,64391840.0,205184.1,10291027.0,2.0,26.0,160348.0,44979.0,59099.0,46625.0,57941.0,142978.0,2.0,1.0,7.0,21.0
Romania,2018,71029080.0,206071.9,19533481.0,4.0,47.0,222454.0,70970.0,161695.0,109395.0,145689.0,231370.0,3.0,2.0,14.0,11.0
Sweden,2018,16333480.000000002,470673.1,10120242.0,1.0,8.0,134394.0,16654.0,52524.0,18306.0,37804.0,138569.0,0.0,0.0,6.0,7.0
Slovenia,2018,18735360.0,45876.3,2066880.0,1.0,6.0,32722.0,4965.0,18847.0,11257.0,13860.0,32219.0,1.0,0.0,2.0,2.0
Slovakia,2018,37578110.0,89874.7,5443120.0,1.0,8.0,62459.0,20339.0,30562.0,17186.0,23420.0,94803.0,1.0,0.0,3.0,1.0
Belgium,2019,115983240.0,478676.2,11455519.0,1.0,21.0,158542.0,29651.0,68371.0,18248.0,27438.0,117251.0,1.0,1.0,7.0,4.0
Bulgaria,2019,44644710.0,61530.8,7000039.0,3.0,15.0,91587.0,72126.0,43526.0,29519.0,44091.0,86833.0,1.0,1.0,5.0,5.0
Cyprus,2019,8669550.0,23177.9,875899.0,0.0,1.0,14336.0,15874.0,5495.0,1022.0,1958.0,7602.0,0.0,0.0,0.0,5.0
Czechia,2019,131887660.00000001,225613.5,10649800.0,1.0,19.0,173719.0,79934.0,69900.0,27315.0,40567.0,202473.0,1.0,2.0,9.0,5.0
Germany,2019,787811410.0,3474110.0,83019213.0,5.0,158.0,1107200.0,260559.0,570449.0,90213.0,195887.0,1066245.0,11.0,7.0,72.0,139.0
Denmark,2019,48317670.0,309526.4,5806081.0,0.0,15.0,96648.0,9375.0,76020.0,12804.0,23350.0,102811.0,1.0,0.0,2.0,3.0
Estonia,2019,15687340.0,27951.0,1324820.0,1.0,6.0,25496.0,18929.0,9894.0,5076.0,11780.0,22592.0,1.0,0.0,2.0,2.0
Greece,2019,80752540.0,183347.4,10724599.0,2.0,13.0,249825.0,80434.0,63136.0,36117.0,58434.0,148875.0,2.0,1.0,12.0,27.0
Spain,2019,264584780.00000003,1245513.0,46937060.0,4.0,103.0,679237.0,151178.0,477700.0,129891.0,211498.0,550500.0,7.0,3.0,23.0,46.0
European Union - 27 countries (from 2020),2019,3343976000.0,14019673.6,446446444.0,59.0,1098.0,6222979.0,1606027.0,3454801.0,1375293.0,2079290.0,6545722.0,58.0,42.0,330.0,433.0
Finland,2019,46063140.0,239858.0,5517919.0,2.0,13.0,120244.0,29592.0,33176.0,16214.0,29618.0,85136.0,1.0,1.0,14.0,12.0
France,2019,412832620.0,2437635.0,67177636.0,6.0,91.0,849189.0,97662.0,579972.0,195261.0,277876.0,1129014.0,3.0,3.0,33.0,24.0
Croatia,2019,19063550.0,55772.3,4076246.0,1.0,5.0,48527.0,7575.0,30584.0,27020.0,34723.0,73827.0,1.0,0.0,2.0,3.0
Hungary,2019,59383730.0,146554.5,9772756.0,2.0,13.0,115422.0,17449.0,76327.0,38293.0,57641.0,117620.0,1.0,1.0,13.0,3.0
Ireland,2019,67822110.0,356357.4,4904240.0,1.0,8.0,104218.0,10879.0,126112.0,12588.0,30461.0,116960.0,0.0,0.0,4.0,6.0
Iceland,2019,14134590.0,22043.3,356991.0,0.0,1.0,19568.0,55986.0,4460.0,1217.0,2254.0,6199.0,0.0,0.0,0.0,1.0
Italy,2019,380439160.0,1796648.5,59816673.0,6.0,206.0,661666.0,111553.0,348876.0,150714.0,214519.0,903800.0,4.0,6.0,44.0,31.0
Lithuania,2019,14403650.0,48959.2,2794184.0,0.0,4.0,54882.0,11980.0,38737.0,7720.0,26538.0,49253.0,0.0,0.0,2.0,3.0
Latvia,2019,8851640.0,30572.9,1919968.0,0.0,4.0,35469.0,3696.0,16204.0,18496.0,27999.0,36151.0,1.0,0.0,2.0,1.0
Malta,2019,2155640.0,14296.5,493559.0,0.0,1.0,4660.0,253.0,1349.0,397.0,1465.0,3049.0,0.0,0.0,0.0,0.0
Netherlands,2019,185543890.0,813055.0,17282163.0,0.0,5.0,238479.0,22947.0,124576.0,16156.0,29507.0,238019.0,3.0,1.0,3.0,2.0
Norway,2019,35929720.0,365130.5,5328212.0,1.0,6.0,155463.0,16272.0,30173.0,23390.0,33585.0,139541.0,0.0,0.0,4.0,0.0
Poland,2019,368576140.0,532504.7,37972812.0,15.0,290.0,641420.0,396438.0,302034.0,324178.0,420726.0,730834.0,12.0,8.0,47.0,75.0
Portugal,2019,59760850.0,214374.6,10276617.0,2.0,25.0,155064.0,44013.0,60487.0,46377.0,58435.0,141735.0,2.0,1.0,7.0,21.0
Romania,2019,67540150.0,224178.6,19414458.0,4.0,47.0,218293.0,85896.0,158870.0,110513.0,150993.0,232843.0,3.0,2.0,15.0,12.0
Sweden,2019,12351600.0,476869.5,10230185.0,1.0,8.0,125419.0,15711.0,51832.0,17531.0,36755.0,139127.0,0.0,0.0,6.0,6.0
Slovenia,2019,13860010.0,48582.3,2080908.0,1.0,6.0,29575.0,4478.0,18620.0,10628.0,13300.0,31415.0,1.0,0.0,2.0,1.0
Slovakia,2019,34486230.0,94429.7,5450421.0,1.0,7.0,58818.0,15707.0,30198.0,17775.0,24098.0,91980.0,1.0,0.0,4.0,1.0
Belgium,2020,106937750.0,460747.7,11522440.0,1.0,17.0,139238.0,24007.0,68028.0,16583.0,25513.0,117922.0,1.0,1.0,7.0,4.0
Bulgaria,2020,38639360.0,61607.7,6951482.0,3.0,14.0,86581.0,69043.0,42446.0,31359.0,44525.0,88963.0,1.0,1.0,5.0,5.0
Cyprus,2020,8281309.999999999,22086.6,888005.0,0.0,1.0,11592.0,11571.0,5741.0,906.0,1765.0,7444.0,0.0,0.0,0.0,5.0
Czechia,2020,124987370.0,215805.4,10693939.0,1.0,16.0,156396.0,67215.0,67129.0,24959.0,37402.0,193964.0,1.0,2.0,8.0,4.0
Germany,2020,735119520.0,3403730.0,83166711.0,5.0,143.0,975646.0,241263.0,529778.0,81464.0,182126.0,1028445.0,11.0,6.0,67.0,135.0
Denmark,2020,45954560.0,311356.3,5822763.0,0.0,14.0,89391.0,9301.0,78907.0,11983.0,22412.0,106472.0,1.0,0.0,2.0,3.0
Estonia,2020,13916150.0,27430.0,1328976.0,1.0,5.0,23238.0,11080.0,9649.0,5135.0,12664.0,23889.0,1.0,0.0,2.0,2.0
Greece,2020,70048310.0,165015.7,10718565.0,1.0,10.0,222012.0,49126.0,63721.0,34073.0,56342.0,140801.0,1.0,1.0,6.0,22.0
Spain,2020,228149600.0,1119010.0,47332614.0,3.0,87.0,599356.0,127612.0,490574.0,133355.0,211698.0,574819.0,6.0,3.0,20.0,35.0
European Union - 27 countries (from 2020),2020,3062562490.0,13471032.9,447319916.0,53.0,982.0,5580716.0,1402550.0,3418504.0,1306290.0,2008929.0,6499658.0,54.0,38.0,299.0,399.0
Finland,2020,38709260.0,238038.0,5525292.0,2.0,12.0,105614.0,23218.0,31529.0,14066.0,26569.0,84731.0,1.0,1.0,14.0,10.0
France,2020,370706800.0,2317832.0,67320216.0,5.0,78.0,736594.0,88823.0,559830.0,171792.0,247518.0,1124503.0,3.0,2.0,30.0,19.0
Croatia,2020,18240030.0,50543.1,4058165.0,0.0,5.0,45809.0,6126.0,31555.0,28496.0,51409.0,70295.0,1.0,0.0,2.0,2.0
Hungary,2020,55855770.0,137866.0,9769526.0,2.0,13.0,107744.0,16422.0,76832.0,36913.0,53542.0,112255.0,1.0,1.0,11.0,2.0
Ireland,2020,66098749.99999999,375249.6,4964440.0,1.0,7.0,96299.0,10733.0,123749.0,12649.0,30287.0,112986.0,0.0,0.0,3.0,6.0
Iceland,2020,13942200.0,18948.0,364134.0,0.0,0.0,17936.0,51497.0,4387.0,1003.0,2034.0,5550.0,0.0,0.0,0.0,0.0
Italy,2020,352425150.0,1661239.8,59641488.0,5.0,179.0,596349.0,84948.0,361665.0,143808.0,219537.0,843118.0,4.0,6.0,38.0,28.0
Lithuania,2020,13567430.0,49873.2,2794090.0,0.0,3.0,52674.0,11269.0,39611.0,7299.0,27554.0,45940.0,0.0,0.0,2.0,3.0
Latvia,2020,11297740.0,30109.5,1907675.0,0.0,4.0,32862.0,3520.0,15958.0,16852.0,26298.0,35780.0,1.0,0.0,2.0,1.0
Malta,2020,2120140.0,13351.5,514564.0,0.0,0.0,4148.0,246.0,1430.0,378.0,1641.0,2965.0,0.0,0.0,0.0,0.0
Netherlands,2020,168929490.0,796530.0,17407585.0,0.0,6.0,215630.0,19681.0,123351.0,14912.0,27652.0,269939.0,2.0,0.0,3.0,2.0
Norway,2020,30324930.0,322823.8,5367580.0,1.0,5.0,146058.0,15410.0,30341.0,24368.0,34127.0,150799.0,0.0,0.0,3.0,0.0
Poland,2020,352937100.0,526147.2,37958138.0,15.0,270.0,605380.0,385374.0,310288.0,306594.0,395660.0,752906.0,11.0,8.0,47.0,74.0
Portugal,2020,53442800.0,200518.9,10295909.0,1.0,23.0,135262.0,37976.0,61295.0,44372.0,56956.0,151763.0,2.0,1.0,7.0,20.0
Romania,2020,61629280.0,220486.6,19328838.0,3.0,42.0,205009.0,60887.0,156155.0,109597.0,149066.0,231577.0,3.0,2.0,14.0,10.0
Sweden,2020,4927410.0,480556.4,10327589.0,1.0,8.0,116695.0,14575.0,51979.0,16847.0,35267.0,137894.0,0.0,0.0,5.0,5.0
Slovenia,2020,12832050.0,47044.9,2095861.0,1.0,5.0,25529.0,4021.0,18481.0,10086.0,13044.0,30765.0,1.0,0.0,2.0,1.0
